date,event_id,category,category_ko,brand,merchant_type,discount_pct,discount_type,views,likes
2026-05-27,e003,fashion,패션,MANGO,브랜드,,bundle,25,1
2026-05-28,e003,fashion,패션,MANGO,브랜드,,bundle,19,1
2026-05-29,e003,fashion,패션,MANGO,브랜드,,bundle,30,2
2026-05-30,e003,fashion,패션,MANGO,브랜드,,bundle,49,3
2026-05-31,e003,fashion,패션,MANGO,브랜드,,bundle,48,2
2026-06-01,e003,fashion,패션,MANGO,브랜드,,bundle,24,1
2026-05-13,e004,fashion,패션,H&M,브랜드,50.0,percent,49,2
2026-05-14,e004,fashion,패션,H&M,브랜드,50.0,percent,50,4
2026-05-15,e004,fashion,패션,H&M,브랜드,50.0,percent,98,6
2026-05-16,e004,fashion,패션,H&M,브랜드,50.0,percent,77,5
2026-05-17,e004,fashion,패션,H&M,브랜드,50.0,percent,65,4
2026-05-18,e004,fashion,패션,H&M,브랜드,50.0,percent,35,2
2026-05-19,e004,fashion,패션,H&M,브랜드,50.0,percent,31,2
2026-05-20,e004,fashion,패션,H&M,브랜드,50.0,percent,57,3
2026-05-21,e004,fashion,패션,H&M,브랜드,50.0,percent,49,3
2026-05-22,e004,fashion,패션,H&M,브랜드,50.0,percent,40,3
2026-05-23,e004,fashion,패션,H&M,브랜드,50.0,percent,57,4
2026-05-24,e004,fashion,패션,H&M,브랜드,50.0,percent,55,3
2026-05-25,e004,fashion,패션,H&M,브랜드,50.0,percent,62,4
2026-05-26,e004,fashion,패션,H&M,브랜드,50.0,percent,23,1
2026-05-27,e004,fashion,패션,H&M,브랜드,50.0,percent,37,2
2026-05-28,e004,fashion,패션,H&M,브랜드,50.0,percent,48,2
2026-05-29,e004,fashion,패션,H&M,브랜드,50.0,percent,72,4
2026-05-30,e004,fashion,패션,H&M,브랜드,50.0,percent,40,3
2026-05-31,e004,fashion,패션,H&M,브랜드,50.0,percent,40,2
2026-06-01,e004,fashion,패션,H&M,브랜드,50.0,percent,41,2
2026-06-02,e004,fashion,패션,H&M,브랜드,50.0,percent,19,1
2026-06-03,e004,fashion,패션,H&M,브랜드,50.0,percent,37,2
2026-06-04,e004,fashion,패션,H&M,브랜드,50.0,percent,70,4
2026-06-05,e004,fashion,패션,H&M,브랜드,50.0,percent,49,3
2026-06-06,e004,fashion,패션,H&M,브랜드,50.0,percent,23,1
2026-06-07,e004,fashion,패션,H&M,브랜드,50.0,percent,34,2
2026-05-19,e005,fashion,패션,adidas,브랜드,20.0,percent,50,2
2026-05-20,e005,fashion,패션,adidas,브랜드,20.0,percent,83,6
2026-05-21,e005,fashion,패션,adidas,브랜드,20.0,percent,50,3
2026-05-22,e005,fashion,패션,adidas,브랜드,20.0,percent,31,2
2026-05-23,e005,fashion,패션,adidas,브랜드,20.0,percent,59,4
2026-05-24,e005,fashion,패션,adidas,브랜드,20.0,percent,53,2
2026-05-25,e005,fashion,패션,adidas,브랜드,20.0,percent,28,1
2026-05-26,e005,fashion,패션,adidas,브랜드,20.0,percent,21,1
2026-05-27,e005,fashion,패션,adidas,브랜드,20.0,percent,63,4
2026-05-28,e005,fashion,패션,adidas,브랜드,20.0,percent,41,2
2026-05-29,e005,fashion,패션,adidas,브랜드,20.0,percent,49,2
2026-05-21,e006,fashion,패션,GUESS,브랜드,20.0,percent,66,3
2026-05-22,e006,fashion,패션,GUESS,브랜드,20.0,percent,58,3
2026-05-23,e006,fashion,패션,GUESS,브랜드,20.0,percent,64,3
2026-05-24,e006,fashion,패션,GUESS,브랜드,20.0,percent,39,3
2026-05-25,e006,fashion,패션,GUESS,브랜드,20.0,percent,69,5
2026-05-26,e006,fashion,패션,GUESS,브랜드,20.0,percent,33,2
2026-05-27,e006,fashion,패션,GUESS,브랜드,20.0,percent,53,3
2026-05-28,e006,fashion,패션,GUESS,브랜드,20.0,percent,29,1
2026-05-29,e006,fashion,패션,GUESS,브랜드,20.0,percent,45,3
2026-05-30,e006,fashion,패션,GUESS,브랜드,20.0,percent,46,3
2026-05-31,e006,fashion,패션,GUESS,브랜드,20.0,percent,24,1
2026-06-01,e006,fashion,패션,GUESS,브랜드,20.0,percent,50,2
2026-06-02,e006,fashion,패션,GUESS,브랜드,20.0,percent,22,1
2026-06-03,e006,fashion,패션,GUESS,브랜드,20.0,percent,18,1
2026-06-04,e006,fashion,패션,GUESS,브랜드,20.0,percent,34,2
2026-06-05,e006,fashion,패션,GUESS,브랜드,20.0,percent,33,1
2026-05-25,e007,fashion,패션,Uniqlo,브랜드,30.0,percent,83,4
2026-05-26,e007,fashion,패션,Uniqlo,브랜드,30.0,percent,62,4
2026-05-27,e007,fashion,패션,Uniqlo,브랜드,30.0,percent,27,1
2026-05-28,e007,fashion,패션,Uniqlo,브랜드,30.0,percent,39,2
2026-05-29,e007,fashion,패션,Uniqlo,브랜드,30.0,percent,42,3
2026-05-30,e007,fashion,패션,Uniqlo,브랜드,30.0,percent,84,5
2026-05-31,e007,fashion,패션,Uniqlo,브랜드,30.0,percent,53,2
2026-06-01,e007,fashion,패션,Uniqlo,브랜드,30.0,percent,42,2
2026-06-02,e007,fashion,패션,Uniqlo,브랜드,30.0,percent,28,2
2026-06-03,e007,fashion,패션,Uniqlo,브랜드,30.0,percent,39,3
2026-06-04,e007,fashion,패션,Uniqlo,브랜드,30.0,percent,31,2
2026-06-05,e007,fashion,패션,Uniqlo,브랜드,30.0,percent,36,2
2026-06-06,e007,fashion,패션,Uniqlo,브랜드,30.0,percent,47,2
2026-06-07,e007,fashion,패션,Uniqlo,브랜드,30.0,percent,42,2
2026-06-08,e007,fashion,패션,Uniqlo,브랜드,30.0,percent,69,4
2026-06-09,e007,fashion,패션,Uniqlo,브랜드,30.0,percent,20,1
2026-06-10,e007,fashion,패션,Uniqlo,브랜드,30.0,percent,17,1
2026-06-11,e007,fashion,패션,Uniqlo,브랜드,30.0,percent,33,1
2026-06-12,e007,fashion,패션,Uniqlo,브랜드,30.0,percent,27,2
2026-06-13,e007,fashion,패션,Uniqlo,브랜드,30.0,percent,20,1
2026-06-14,e007,fashion,패션,Uniqlo,브랜드,30.0,percent,26,2
2026-05-30,e008,fashion,패션,8seconds,브랜드,45.0,percent,275,14
2026-05-31,e008,fashion,패션,8seconds,브랜드,45.0,percent,74,4
2026-06-01,e008,fashion,패션,8seconds,브랜드,45.0,percent,34,2
2026-06-02,e008,fashion,패션,8seconds,브랜드,45.0,percent,112,5
2026-06-03,e008,fashion,패션,8seconds,브랜드,45.0,percent,35,2
2026-06-04,e008,fashion,패션,8seconds,브랜드,45.0,percent,136,6
2026-06-05,e008,fashion,패션,8seconds,브랜드,45.0,percent,49,2
2026-06-06,e008,fashion,패션,8seconds,브랜드,45.0,percent,111,5
2026-06-07,e008,fashion,패션,8seconds,브랜드,45.0,percent,49,3
2026-06-08,e008,fashion,패션,8seconds,브랜드,45.0,percent,43,2
2026-06-09,e008,fashion,패션,8seconds,브랜드,45.0,percent,32,1
2026-06-10,e008,fashion,패션,8seconds,브랜드,45.0,percent,32,1
2026-06-11,e008,fashion,패션,8seconds,브랜드,45.0,percent,39,2
2026-06-12,e008,fashion,패션,8seconds,브랜드,45.0,percent,50,3
2026-06-13,e008,fashion,패션,8seconds,브랜드,45.0,percent,52,3
2026-06-14,e008,fashion,패션,8seconds,브랜드,45.0,percent,46,3
2026-06-15,e008,fashion,패션,8seconds,브랜드,45.0,percent,25,1
2026-06-16,e008,fashion,패션,8seconds,브랜드,45.0,percent,29,1
2026-06-17,e008,fashion,패션,8seconds,브랜드,45.0,percent,55,3
2026-06-18,e008,fashion,패션,8seconds,브랜드,45.0,percent,26,1
2026-06-19,e008,fashion,패션,8seconds,브랜드,45.0,percent,44,2
2026-06-20,e008,fashion,패션,8seconds,브랜드,45.0,percent,72,3
2026-06-21,e008,fashion,패션,8seconds,브랜드,45.0,percent,52,2
2026-06-22,e008,fashion,패션,8seconds,브랜드,45.0,percent,44,3
2026-06-23,e008,fashion,패션,8seconds,브랜드,45.0,percent,20,1
2026-06-24,e008,fashion,패션,8seconds,브랜드,45.0,percent,34,2
2026-05-06,e009,fashion,패션,New Balance,소상공인,70.0,percent,79,3
2026-05-07,e009,fashion,패션,New Balance,소상공인,70.0,percent,73,4
2026-05-08,e009,fashion,패션,New Balance,소상공인,70.0,percent,141,8
2026-05-09,e009,fashion,패션,New Balance,소상공인,70.0,percent,81,5
2026-05-10,e009,fashion,패션,New Balance,소상공인,70.0,percent,81,3
2026-05-11,e009,fashion,패션,New Balance,소상공인,70.0,percent,26,1
2026-05-12,e009,fashion,패션,New Balance,소상공인,70.0,percent,77,4
2026-05-13,e009,fashion,패션,New Balance,소상공인,70.0,percent,57,3
2026-05-14,e009,fashion,패션,New Balance,소상공인,70.0,percent,41,3
2026-05-15,e009,fashion,패션,New Balance,소상공인,70.0,percent,43,3
2026-05-16,e009,fashion,패션,New Balance,소상공인,70.0,percent,68,4
2026-05-04,e010,fashion,패션,Levi's,브랜드,45.0,percent,128,7
2026-05-05,e010,fashion,패션,Levi's,브랜드,45.0,percent,127,8
2026-05-06,e010,fashion,패션,Levi's,브랜드,45.0,percent,85,5
2026-05-07,e010,fashion,패션,Levi's,브랜드,45.0,percent,61,3
2026-05-08,e010,fashion,패션,Levi's,브랜드,45.0,percent,92,4
2026-05-09,e010,fashion,패션,Levi's,브랜드,45.0,percent,92,6
2026-05-10,e010,fashion,패션,Levi's,브랜드,45.0,percent,61,4
2026-05-11,e010,fashion,패션,Levi's,브랜드,45.0,percent,53,3
2026-05-12,e010,fashion,패션,Levi's,브랜드,45.0,percent,47,3
2026-05-13,e010,fashion,패션,Levi's,브랜드,45.0,percent,36,3
2026-05-14,e010,fashion,패션,Levi's,브랜드,45.0,percent,31,2
2026-05-15,e010,fashion,패션,Levi's,브랜드,45.0,percent,55,4
2026-05-16,e010,fashion,패션,Levi's,브랜드,45.0,percent,36,2
2026-05-17,e010,fashion,패션,Levi's,브랜드,45.0,percent,30,1
2026-05-18,e010,fashion,패션,Levi's,브랜드,45.0,percent,37,2
2026-05-19,e010,fashion,패션,Levi's,브랜드,45.0,percent,38,2
2026-05-04,e011,beauty,뷰티,MAC,브랜드,35.0,percent,90,7
2026-05-05,e011,beauty,뷰티,MAC,브랜드,35.0,percent,76,5
2026-05-06,e011,beauty,뷰티,MAC,브랜드,35.0,percent,29,2
2026-05-07,e011,beauty,뷰티,MAC,브랜드,35.0,percent,70,4
2026-05-08,e011,beauty,뷰티,MAC,브랜드,35.0,percent,104,7
2026-05-09,e011,beauty,뷰티,MAC,브랜드,35.0,percent,90,7
2026-05-10,e011,beauty,뷰티,MAC,브랜드,35.0,percent,76,4
2026-05-11,e011,beauty,뷰티,MAC,브랜드,35.0,percent,42,3
2026-05-12,e011,beauty,뷰티,MAC,브랜드,35.0,percent,38,2
2026-05-13,e011,beauty,뷰티,MAC,브랜드,35.0,percent,33,2
2026-05-14,e011,beauty,뷰티,MAC,브랜드,35.0,percent,41,3
2026-05-13,e012,beauty,뷰티,Innisfree,브랜드,20.0,percent,48,3
2026-05-14,e012,beauty,뷰티,Innisfree,브랜드,20.0,percent,106,7
2026-05-15,e012,beauty,뷰티,Innisfree,브랜드,20.0,percent,50,4
2026-05-16,e012,beauty,뷰티,Innisfree,브랜드,20.0,percent,93,6
2026-05-17,e012,beauty,뷰티,Innisfree,브랜드,20.0,percent,92,7
2026-05-18,e012,beauty,뷰티,Innisfree,브랜드,20.0,percent,51,3
2026-05-19,e012,beauty,뷰티,Innisfree,브랜드,20.0,percent,75,5
2026-05-20,e012,beauty,뷰티,Innisfree,브랜드,20.0,percent,16,1
2026-05-21,e012,beauty,뷰티,Innisfree,브랜드,20.0,percent,28,1
2026-05-22,e012,beauty,뷰티,Innisfree,브랜드,20.0,percent,61,5
2026-05-23,e012,beauty,뷰티,Innisfree,브랜드,20.0,percent,28,2
2026-05-24,e012,beauty,뷰티,Innisfree,브랜드,20.0,percent,30,2
2026-05-25,e012,beauty,뷰티,Innisfree,브랜드,20.0,percent,33,3
2026-05-26,e012,beauty,뷰티,Innisfree,브랜드,20.0,percent,16,1
2026-05-27,e012,beauty,뷰티,Innisfree,브랜드,20.0,percent,27,2
2026-05-28,e012,beauty,뷰티,Innisfree,브랜드,20.0,percent,33,2
2026-05-16,e013,beauty,뷰티,Sulwhasoo,브랜드,25.0,percent,115,6
2026-05-17,e013,beauty,뷰티,Sulwhasoo,브랜드,25.0,percent,95,4
2026-05-18,e013,beauty,뷰티,Sulwhasoo,브랜드,25.0,percent,43,2
2026-05-19,e013,beauty,뷰티,Sulwhasoo,브랜드,25.0,percent,49,3
2026-05-20,e013,beauty,뷰티,Sulwhasoo,브랜드,25.0,percent,38,3
2026-05-21,e013,beauty,뷰티,Sulwhasoo,브랜드,25.0,percent,39,2
2026-05-22,e013,beauty,뷰티,Sulwhasoo,브랜드,25.0,percent,64,4
2026-05-23,e013,beauty,뷰티,Sulwhasoo,브랜드,25.0,percent,33,2
2026-05-24,e013,beauty,뷰티,Sulwhasoo,브랜드,25.0,percent,20,1
2026-05-25,e013,beauty,뷰티,Sulwhasoo,브랜드,25.0,percent,41,3
2026-05-26,e013,beauty,뷰티,Sulwhasoo,브랜드,25.0,percent,31,2
2026-05-27,e013,beauty,뷰티,Sulwhasoo,브랜드,25.0,percent,48,2
2026-05-28,e013,beauty,뷰티,Sulwhasoo,브랜드,25.0,percent,24,1
2026-05-29,e013,beauty,뷰티,Sulwhasoo,브랜드,25.0,percent,36,3
2026-05-30,e013,beauty,뷰티,Sulwhasoo,브랜드,25.0,percent,44,3
2026-05-31,e013,beauty,뷰티,Sulwhasoo,브랜드,25.0,percent,32,2
2026-06-01,e013,beauty,뷰티,Sulwhasoo,브랜드,25.0,percent,20,1
2026-06-02,e013,beauty,뷰티,Sulwhasoo,브랜드,25.0,percent,35,3
2026-06-03,e013,beauty,뷰티,Sulwhasoo,브랜드,25.0,percent,17,1
2026-06-04,e013,beauty,뷰티,Sulwhasoo,브랜드,25.0,percent,20,1
2026-06-05,e013,beauty,뷰티,Sulwhasoo,브랜드,25.0,percent,33,2
2026-05-15,e014,beauty,뷰티,Etude,브랜드,60.0,percent,177,9
2026-05-16,e014,beauty,뷰티,Etude,브랜드,60.0,percent,107,9
2026-05-17,e014,beauty,뷰티,Etude,브랜드,60.0,percent,83,6
2026-05-18,e014,beauty,뷰티,Etude,브랜드,60.0,percent,62,4
2026-05-19,e014,beauty,뷰티,Etude,브랜드,60.0,percent,64,5
2026-05-20,e014,beauty,뷰티,Etude,브랜드,60.0,percent,49,3
2026-05-21,e014,beauty,뷰티,Etude,브랜드,60.0,percent,78,6
2026-05-22,e014,beauty,뷰티,Etude,브랜드,60.0,percent,90,5
2026-05-23,e014,beauty,뷰티,Etude,브랜드,60.0,percent,65,4
2026-05-24,e014,beauty,뷰티,Etude,브랜드,60.0,percent,120,6
2026-05-25,e014,beauty,뷰티,Etude,브랜드,60.0,percent,43,2
2026-05-26,e014,beauty,뷰티,Etude,브랜드,60.0,percent,56,3
2026-05-27,e014,beauty,뷰티,Etude,브랜드,60.0,percent,45,3
2026-05-28,e014,beauty,뷰티,Etude,브랜드,60.0,percent,46,3
2026-05-29,e014,beauty,뷰티,Etude,브랜드,60.0,percent,28,2
2026-05-30,e014,beauty,뷰티,Etude,브랜드,60.0,percent,39,2
2026-05-31,e014,beauty,뷰티,Etude,브랜드,60.0,percent,48,3
2026-06-01,e014,beauty,뷰티,Etude,브랜드,60.0,percent,56,4
2026-06-02,e014,beauty,뷰티,Etude,브랜드,60.0,percent,40,3
2026-06-03,e014,beauty,뷰티,Etude,브랜드,60.0,percent,34,2
2026-06-04,e014,beauty,뷰티,Etude,브랜드,60.0,percent,49,4
2026-06-05,e014,beauty,뷰티,Etude,브랜드,60.0,percent,69,4
2026-06-06,e014,beauty,뷰티,Etude,브랜드,60.0,percent,56,3
2026-06-07,e014,beauty,뷰티,Etude,브랜드,60.0,percent,56,4
2026-06-08,e014,beauty,뷰티,Etude,브랜드,60.0,percent,38,3
2026-06-09,e014,beauty,뷰티,Etude,브랜드,60.0,percent,34,2
2026-05-26,e015,beauty,뷰티,The Face Shop,브랜드,,bundle,55,3
2026-05-27,e015,beauty,뷰티,The Face Shop,브랜드,,bundle,49,3
2026-05-28,e015,beauty,뷰티,The Face Shop,브랜드,,bundle,76,4
2026-05-29,e015,beauty,뷰티,The Face Shop,브랜드,,bundle,96,5
2026-05-30,e015,beauty,뷰티,The Face Shop,브랜드,,bundle,63,4
2026-05-31,e015,beauty,뷰티,The Face Shop,브랜드,,bundle,53,3
2026-06-01,e015,beauty,뷰티,The Face Shop,브랜드,,bundle,21,1
2026-06-02,e015,beauty,뷰티,The Face Shop,브랜드,,bundle,17,1
2026-06-03,e015,beauty,뷰티,The Face Shop,브랜드,,bundle,56,3
2026-06-04,e015,beauty,뷰티,The Face Shop,브랜드,,bundle,28,1
2026-06-05,e015,beauty,뷰티,The Face Shop,브랜드,,bundle,15,1
2026-05-23,e016,beauty,뷰티,Laneige,소상공인,30.0,percent,229,17
2026-05-24,e016,beauty,뷰티,Laneige,소상공인,30.0,percent,64,5
2026-05-25,e016,beauty,뷰티,Laneige,소상공인,30.0,percent,28,2
2026-05-26,e016,beauty,뷰티,Laneige,소상공인,30.0,percent,43,2
2026-05-27,e016,beauty,뷰티,Laneige,소상공인,30.0,percent,52,3
2026-05-28,e016,beauty,뷰티,Laneige,소상공인,30.0,percent,48,2
2026-05-29,e016,beauty,뷰티,Laneige,소상공인,30.0,percent,58,5
2026-05-30,e016,beauty,뷰티,Laneige,소상공인,30.0,percent,33,3
2026-05-31,e016,beauty,뷰티,Laneige,소상공인,30.0,percent,66,3
2026-06-01,e016,beauty,뷰티,Laneige,소상공인,30.0,percent,47,3
2026-06-02,e016,beauty,뷰티,Laneige,소상공인,30.0,percent,43,3
2026-06-03,e016,beauty,뷰티,Laneige,소상공인,30.0,percent,29,2
2026-06-04,e016,beauty,뷰티,Laneige,소상공인,30.0,percent,24,1
2026-06-05,e016,beauty,뷰티,Laneige,소상공인,30.0,percent,28,1
2026-06-06,e016,beauty,뷰티,Laneige,소상공인,30.0,percent,22,1
2026-06-07,e016,beauty,뷰티,Laneige,소상공인,30.0,percent,29,2
2026-05-04,e017,beauty,뷰티,Nature Republic,브랜드,25.0,percent,32,2
2026-05-05,e017,beauty,뷰티,Nature Republic,브랜드,25.0,percent,33,3
2026-05-06,e017,beauty,뷰티,Nature Republic,브랜드,25.0,percent,60,4
2026-05-07,e017,beauty,뷰티,Nature Republic,브랜드,25.0,percent,47,4
2026-05-08,e017,beauty,뷰티,Nature Republic,브랜드,25.0,percent,60,4
2026-05-09,e017,beauty,뷰티,Nature Republic,브랜드,25.0,percent,77,5
2026-05-10,e017,beauty,뷰티,Nature Republic,브랜드,25.0,percent,59,4
2026-05-11,e017,beauty,뷰티,Nature Republic,브랜드,25.0,percent,39,3
2026-05-12,e017,beauty,뷰티,Nature Republic,브랜드,25.0,percent,30,2
2026-05-13,e017,beauty,뷰티,Nature Republic,브랜드,25.0,percent,24,2
2026-05-14,e017,beauty,뷰티,Nature Republic,브랜드,25.0,percent,21,1
2026-05-15,e017,beauty,뷰티,Nature Republic,브랜드,25.0,percent,32,2
2026-05-16,e017,beauty,뷰티,Nature Republic,브랜드,25.0,percent,43,3
2026-05-17,e017,beauty,뷰티,Nature Republic,브랜드,25.0,percent,41,2
2026-05-18,e017,beauty,뷰티,Nature Republic,브랜드,25.0,percent,39,2
2026-05-19,e017,beauty,뷰티,Nature Republic,브랜드,25.0,percent,25,2
2026-05-20,e017,beauty,뷰티,Nature Republic,브랜드,25.0,percent,34,2
2026-05-21,e017,beauty,뷰티,Nature Republic,브랜드,25.0,percent,18,1
2026-05-22,e017,beauty,뷰티,Nature Republic,브랜드,25.0,percent,39,3
2026-05-23,e017,beauty,뷰티,Nature Republic,브랜드,25.0,percent,44,4
2026-05-24,e017,beauty,뷰티,Nature Republic,브랜드,25.0,percent,61,4
2026-05-28,e018,beauty,뷰티,Missha,브랜드,35.0,percent,78,6
2026-05-29,e018,beauty,뷰티,Missha,브랜드,35.0,percent,38,3
2026-05-30,e018,beauty,뷰티,Missha,브랜드,35.0,percent,82,7
2026-05-31,e018,beauty,뷰티,Missha,브랜드,35.0,percent,96,7
2026-06-01,e018,beauty,뷰티,Missha,브랜드,35.0,percent,32,2
2026-06-02,e018,beauty,뷰티,Missha,브랜드,35.0,percent,46,4
2026-06-03,e018,beauty,뷰티,Missha,브랜드,35.0,percent,27,2
2026-06-04,e018,beauty,뷰티,Missha,브랜드,35.0,percent,77,6
2026-06-05,e018,beauty,뷰티,Missha,브랜드,35.0,percent,40,2
2026-06-06,e018,beauty,뷰티,Missha,브랜드,35.0,percent,34,3
2026-06-07,e018,beauty,뷰티,Missha,브랜드,35.0,percent,39,3
2026-06-08,e018,beauty,뷰티,Missha,브랜드,35.0,percent,36,3
2026-06-09,e018,beauty,뷰티,Missha,브랜드,35.0,percent,37,3
2026-06-10,e018,beauty,뷰티,Missha,브랜드,35.0,percent,50,3
2026-06-11,e018,beauty,뷰티,Missha,브랜드,35.0,percent,27,2
2026-06-12,e018,beauty,뷰티,Missha,브랜드,35.0,percent,52,2
2026-06-13,e018,beauty,뷰티,Missha,브랜드,35.0,percent,26,1
2026-06-14,e018,beauty,뷰티,Missha,브랜드,35.0,percent,30,2
2026-06-15,e018,beauty,뷰티,Missha,브랜드,35.0,percent,19,1
2026-06-16,e018,beauty,뷰티,Missha,브랜드,35.0,percent,22,2
2026-06-17,e018,beauty,뷰티,Missha,브랜드,35.0,percent,39,2
2026-06-18,e018,beauty,뷰티,Missha,브랜드,35.0,percent,26,2
2026-06-19,e018,beauty,뷰티,Missha,브랜드,35.0,percent,33,2
2026-06-20,e018,beauty,뷰티,Missha,브랜드,35.0,percent,50,4
2026-06-21,e018,beauty,뷰티,Missha,브랜드,35.0,percent,49,3
2026-06-22,e018,beauty,뷰티,Missha,브랜드,35.0,percent,26,2
2026-05-29,e019,beauty,뷰티,Clio,브랜드,30.0,percent,68,5
2026-05-30,e019,beauty,뷰티,Clio,브랜드,30.0,percent,174,14
2026-05-31,e019,beauty,뷰티,Clio,브랜드,30.0,percent,70,5
2026-06-01,e019,beauty,뷰티,Clio,브랜드,30.0,percent,46,3
2026-06-02,e019,beauty,뷰티,Clio,브랜드,30.0,percent,41,2
2026-06-03,e019,beauty,뷰티,Clio,브랜드,30.0,percent,52,3
2026-06-04,e019,beauty,뷰티,Clio,브랜드,30.0,percent,25,2
2026-06-05,e019,beauty,뷰티,Clio,브랜드,30.0,percent,97,6
2026-06-06,e019,beauty,뷰티,Clio,브랜드,30.0,percent,47,2
2026-06-07,e019,beauty,뷰티,Clio,브랜드,30.0,percent,58,5
2026-06-08,e019,beauty,뷰티,Clio,브랜드,30.0,percent,21,1
2026-05-06,e020,beauty,뷰티,Tonymoly,브랜드,,bundle,81,7
2026-05-07,e020,beauty,뷰티,Tonymoly,브랜드,,bundle,133,7
2026-05-08,e020,beauty,뷰티,Tonymoly,브랜드,,bundle,132,6
2026-05-09,e020,beauty,뷰티,Tonymoly,브랜드,,bundle,95,4
2026-05-10,e020,beauty,뷰티,Tonymoly,브랜드,,bundle,47,3
2026-05-11,e020,beauty,뷰티,Tonymoly,브랜드,,bundle,65,4
2026-05-12,e020,beauty,뷰티,Tonymoly,브랜드,,bundle,21,2
2026-05-13,e020,beauty,뷰티,Tonymoly,브랜드,,bundle,27,2
2026-05-14,e020,beauty,뷰티,Tonymoly,브랜드,,bundle,36,2
2026-05-15,e020,beauty,뷰티,Tonymoly,브랜드,,bundle,24,2
2026-05-16,e020,beauty,뷰티,Tonymoly,브랜드,,bundle,41,3
2026-05-17,e020,beauty,뷰티,Tonymoly,브랜드,,bundle,58,4
2026-05-18,e020,beauty,뷰티,Tonymoly,브랜드,,bundle,24,1
2026-05-19,e020,beauty,뷰티,Tonymoly,브랜드,,bundle,38,2
2026-05-20,e020,beauty,뷰티,Tonymoly,브랜드,,bundle,69,5
2026-05-21,e020,beauty,뷰티,Tonymoly,브랜드,,bundle,36,3
2026-05-10,e021,food,푸드,Starbucks,브랜드,70.0,percent,225,17
2026-05-11,e021,food,푸드,Starbucks,브랜드,70.0,percent,162,13
2026-05-12,e021,food,푸드,Starbucks,브랜드,70.0,percent,74,5
2026-05-13,e021,food,푸드,Starbucks,브랜드,70.0,percent,107,6
2026-05-14,e021,food,푸드,Starbucks,브랜드,70.0,percent,66,6
2026-05-15,e021,food,푸드,Starbucks,브랜드,70.0,percent,96,7
