date,active_events,new_events,ended_events,avg_discount_pct,active_brand,active_merchant,active_beauty,active_delivery,active_fashion,active_food,active_living,active_popup,active_stay,active_tech,weekday,weekday_ko,ma7_active,merchant_share,total_views,total_likes,views_beauty,views_delivery,views_fashion,views_food,views_living,views_popup,views_stay,views_tech,views_brand,views_merchant,review_count,avg_rating,rating_sum,review_positive,review_neutral,review_negative,ma7_views,like_rate,review_positive_ratio,avg_rating_7d
2026-05-15,29,2,2,43.958333333333336,26,3,4,4,6,5,5,0,2,3,4,금,27.857142857142858,0.1034482758620689,1466.0,87.0,283.0,193.0,325.0,317.0,203.0,0.0,47.0,98.0,1315.0,151.0,5.0,4.4,22.0,5.0,0.0,0.0,1420.0,0.059345156889495224,1.0,4.352941176470588
2026-05-16,29,2,4,44.583333333333336,26,3,5,4,5,5,4,0,2,4,5,토,28.428571428571427,0.1034482758620689,1821.0,110.0,399.0,269.0,255.0,390.0,259.0,0.0,65.0,184.0,1627.0,194.0,3.0,4.333333333333333,13.0,3.0,0.0,0.0,1432.142857142857,0.06040637012630423,1.0,4.315789473684211
2026-05-17,26,1,1,45.95238095238095,24,2,5,3,4,4,3,0,2,5,6,일,28.428571428571427,0.0769230769230769,1595.0,85.0,369.0,142.0,212.0,313.0,183.0,0.0,62.0,314.0,1461.0,134.0,2.0,3.5,7.0,1.0,1.0,0.0,1422.7142857142858,0.05329153605015674,0.5,4.238095238095238
2026-05-18,27,2,2,45.90909090909091,25,2,5,2,4,5,3,0,3,5,0,월,28.428571428571427,0.074074074074074,1091.0,56.0,219.0,114.0,140.0,192.0,114.0,0.0,151.0,161.0,1045.0,46.0,4.0,4.25,17.0,4.0,0.0,0.0,1400.2857142857142,0.051329055912007336,1.0,4.25
2026-05-19,27,2,2,43.91304347826087,25,2,5,2,5,5,3,0,4,3,1,화,28.142857142857142,0.074074074074074,1168.0,69.0,251.0,48.0,170.0,261.0,145.0,0.0,159.0,134.0,1117.0,51.0,5.0,4.2,21.0,5.0,0.0,0.0,1378.4285714285713,0.059075342465753425,1.0,4.217391304347826
2026-05-20,27,2,1,45.21739130434783,25,2,5,2,4,4,3,0,6,3,2,수,27.714285714285715,0.074074074074074,1202.0,64.0,206.0,82.0,215.0,199.0,137.0,0.0,213.0,150.0,1147.0,55.0,3.0,4.0,12.0,3.0,0.0,0.0,1367.0,0.05324459234608985,1.0,4.2
2026-05-21,31,5,2,43.333333333333336,28,3,5,2,5,4,4,0,6,5,3,목,28.0,0.0967741935483871,1429.0,74.0,199.0,70.0,228.0,283.0,111.0,0.0,295.0,243.0,1249.0,180.0,2.0,4.5,9.0,2.0,0.0,0.0,1396.0,0.05178446466060182,1.0,4.208333333333333
2026-05-22,32,3,1,42.16666666666666,28,4,4,3,5,4,6,0,5,5,4,금,28.428571428571427,0.125,1615.0,82.0,254.0,150.0,203.0,279.0,300.0,0.0,210.0,219.0,1338.0,277.0,4.0,4.5,18.0,4.0,0.0,0.0,1417.2857142857142,0.05077399380804953,1.0,4.217391304347826
2026-05-23,33,2,2,41.12903225806452,27,6,5,2,5,4,6,0,5,6,5,토,29.0,0.1818181818181818,2134.0,118.0,399.0,162.0,274.0,231.0,377.0,0.0,361.0,330.0,1662.0,472.0,2.0,4.0,8.0,2.0,0.0,0.0,1462.0,0.05529522024367385,1.0,4.181818181818182
2026-05-24,34,3,3,40.333333333333336,28,6,5,4,4,5,5,0,5,6,6,일,30.142857142857142,0.1764705882352941,1929.0,103.0,295.0,291.0,182.0,369.0,327.0,0.0,205.0,260.0,1517.0,412.0,5.0,4.2,21.0,5.0,0.0,0.0,1509.7142857142858,0.05339554173146708,1.0,4.24
2026-05-25,34,3,0,39.5,28,6,4,4,5,6,5,0,4,6,0,월,31.142857142857142,0.1764705882352941,1459.0,86.0,145.0,127.0,278.0,373.0,214.0,0.0,104.0,218.0,1254.0,205.0,5.0,4.4,22.0,5.0,0.0,0.0,1562.2857142857142,0.05894448252227553,1.0,4.269230769230769
2026-05-26,36,2,0,39.03225806451613,30,6,5,5,5,6,5,0,4,6,1,화,32.42857142857143,0.1666666666666666,1409.0,76.0,201.0,252.0,171.0,293.0,165.0,0.0,107.0,220.0,1167.0,242.0,3.0,5.0,15.0,3.0,0.0,0.0,1596.7142857142858,0.0539389638041164,1.0,4.375
2026-05-27,37,1,2,39.0625,31,6,5,5,5,6,5,0,5,6,2,수,33.857142857142854,0.1621621621621621,1560.0,87.0,221.0,238.0,205.0,364.0,174.0,0.0,151.0,207.0,1287.0,273.0,3.0,4.0,12.0,3.0,0.0,0.0,1647.857142857143,0.05576923076923077,1.0,4.375
2026-05-28,39,4,2,38.18181818181818,33,6,6,6,5,5,6,0,6,5,3,목,35.0,0.1538461538461538,1671.0,87.0,305.0,328.0,176.0,201.0,283.0,0.0,226.0,152.0,1444.0,227.0,3.0,4.333333333333333,13.0,3.0,0.0,0.0,1682.4285714285713,0.05206463195691203,1.0,4.36
2026-05-29,39,2,2,37.57575757575758,33,6,6,7,5,4,6,0,6,5,4,금,36.0,0.1538461538461538,1769.0,98.0,324.0,351.0,238.0,224.0,297.0,0.0,168.0,167.0,1532.0,237.0,5.0,3.8,19.0,3.0,2.0,0.0,1704.4285714285713,0.055398530243075186,0.6,4.230769230769231
2026-05-30,39,2,0,38.90625,33,6,6,7,5,5,6,0,5,5,5,토,36.85714285714285,0.1538461538461538,2470.0,140.0,435.0,409.0,494.0,405.0,289.0,0.0,253.0,185.0,2223.0,247.0,1.0,5.0,5.0,1.0,0.0,0.0,1752.4285714285713,0.05668016194331984,1.0,4.28
2026-05-31,39,0,1,38.90625,33,6,6,7,5,5,6,0,5,5,6,일,37.57142857142857,0.1538461538461538,2037.0,109.0,365.0,300.0,239.0,394.0,331.0,0.0,225.0,183.0,1719.0,318.0,3.0,4.0,12.0,2.0,1.0,0.0,1767.857142857143,0.05351006381934217,0.6666666666666666,4.260869565217392
2026-06-01,38,0,4,38.54838709677419,32,6,6,6,5,5,6,0,5,5,0,월,38.142857142857146,0.1578947368421052,1311.0,77.0,222.0,205.0,191.0,312.0,139.0,0.0,96.0,146.0,1160.0,151.0,5.0,4.6,23.0,5.0,0.0,0.0,1746.7142857142858,0.05873379099923722,1.0,4.304347826086956
2026-06-02,34,0,1,38.793103448275865,29,5,6,5,4,5,4,0,5,5,1,화,37.85714285714285,0.1470588235294117,1060.0,60.0,222.0,138.0,181.0,175.0,105.0,0.0,125.0,114.0,903.0,157.0,8.0,4.25,34.0,8.0,0.0,0.0,1696.857142857143,0.05660377358490566,1.0,4.214285714285714
2026-06-03,33,0,0,38.57142857142857,28,5,6,5,4,4,4,0,5,5,2,수,37.285714285714285,0.1515151515151515,1096.0,65.0,215.0,148.0,129.0,284.0,78.0,0.0,123.0,119.0,959.0,137.0,6.0,4.166666666666667,25.0,5.0,1.0,0.0,1630.5714285714287,0.05930656934306569,0.8333333333333334,4.225806451612903
2026-06-04,33,0,2,38.57142857142857,28,5,6,5,4,4,4,0,5,5,3,목,36.42857142857143,0.1515151515151515,1107.0,61.0,223.0,121.0,271.0,181.0,133.0,0.0,96.0,82.0,985.0,122.0,2.0,4.0,8.0,1.0,1.0,0.0,1550.0,0.05510388437217705,0.5,4.2
2026-06-05,31,0,4,36.92307692307692,26,5,6,5,4,3,4,0,4,5,4,금,35.285714285714285,0.1612903225806451,1174.0,61.0,282.0,170.0,167.0,133.0,189.0,0.0,94.0,139.0,1034.0,140.0,1.0,4.0,4.0,1.0,0.0,0.0,1465.0,0.051959114139693355,1.0,4.269230769230769
2026-06-06,27,0,1,38.91304347826087,22,5,4,5,3,3,4,0,4,4,5,토,33.57142857142857,0.1851851851851851,1178.0,56.0,159.0,174.0,181.0,159.0,233.0,0.0,112.0,160.0,1035.0,143.0,2.0,4.0,8.0,2.0,0.0,0.0,1280.4285714285713,0.04753820033955857,1.0,4.222222222222222
2026-06-07,26,0,3,39.54545454545455,21,5,4,5,3,3,3,0,4,4,6,일,31.714285714285715,0.1923076923076923,1024.0,59.0,182.0,158.0,125.0,169.0,140.0,0.0,144.0,106.0,892.0,132.0,3.0,4.333333333333333,13.0,3.0,0.0,0.0,1135.7142857142858,0.0576171875,1.0,4.2592592592592595
2026-06-08,23,0,2,39.73684210526316,19,4,3,5,2,3,3,0,3,4,0,월,29.571428571428573,0.1739130434782608,682.0,39.0,95.0,120.0,112.0,136.0,108.0,0.0,58.0,53.0,560.0,122.0,2.0,4.0,8.0,2.0,0.0,0.0,1045.857142857143,0.05718475073313783,1.0,4.166666666666667
2026-06-09,21,0,2,40.88235294117647,17,4,2,4,2,3,3,0,3,4,1,화,27.714285714285715,0.1904761904761904,508.0,29.0,71.0,89.0,52.0,95.0,69.0,0.0,53.0,79.0,416.0,92.0,1.0,4.0,4.0,1.0,0.0,0.0,967.0,0.05708661417322835,1.0,4.117647058823529
2026-06-10,19,0,4,38.333333333333336,15,4,1,4,2,3,2,0,3,4,2,수,25.714285714285715,0.2105263157894736,475.0,26.0,50.0,99.0,49.0,93.0,56.0,0.0,63.0,65.0,380.0,95.0,2.0,4.5,9.0,2.0,0.0,0.0,878.2857142857143,0.05473684210526316,1.0,4.153846153846154
2026-06-11,15,0,0,31.363636363636363,12,3,1,4,2,2,1,0,3,2,3,목,23.142857142857142,0.2,403.0,22.0,27.0,104.0,72.0,72.0,23.0,0.0,55.0,50.0,338.0,65.0,4.0,4.25,17.0,4.0,0.0,0.0,777.7142857142857,0.05459057071960298,1.0,4.2
2026-06-12,15,0,2,31.363636363636363,12,3,1,4,2,2,1,0,3,2,4,금,20.857142857142858,0.2,522.0,27.0,52.0,109.0,77.0,78.0,50.0,0.0,102.0,54.0,427.0,95.0,2.0,4.5,9.0,2.0,0.0,0.0,684.5714285714286,0.05172413793103448,1.0,4.25
2026-06-13,13,0,1,32.5,11,2,1,3,2,2,1,0,3,1,5,토,18.857142857142858,0.1538461538461538,452.0,25.0,26.0,117.0,72.0,81.0,43.0,0.0,77.0,36.0,398.0,54.0,4.0,4.5,18.0,4.0,0.0,0.0,580.8571428571429,0.05530973451327434,1.0,4.333333333333333
2026-06-14,12,0,2,33.333333333333336,10,2,1,2,2,2,1,0,3,1,6,일,16.857142857142858,0.1666666666666666,466.0,28.0,30.0,123.0,72.0,106.0,31.0,0.0,75.0,29.0,393.0,73.0,6.0,4.333333333333333,26.0,6.0,0.0,0.0,501.14285714285717,0.060085836909871244,1.0,4.333333333333333
2026-06-15,10,0,0,33.57142857142857,8,2,1,2,1,2,1,0,2,1,0,월,15.0,0.2,251.0,14.0,19.0,34.0,25.0,74.0,15.0,0.0,50.0,34.0,215.0,36.0,2.0,4.5,9.0,2.0,0.0,0.0,439.57142857142856,0.055776892430278883,1.0,4.380952380952381
2026-06-16,10,0,1,33.57142857142857,8,2,1,2,1,2,1,0,2,1,1,화,13.428571428571429,0.2,235.0,13.0,22.0,42.0,29.0,71.0,22.0,0.0,30.0,19.0,216.0,19.0,2.0,3.5,7.0,1.0,1.0,0.0,400.57142857142856,0.05531914893617021,0.5,4.318181818181818
2026-06-17,9,0,0,32.5,7,2,1,2,1,2,1,0,1,1,2,수,12.0,0.2222222222222222,292.0,17.0,39.0,46.0,55.0,70.0,34.0,0.0,21.0,27.0,251.0,41.0,2.0,4.0,8.0,2.0,0.0,0.0,374.42857142857144,0.05821917808219178,1.0,4.2727272727272725
2026-06-18,9,0,2,32.5,7,2,1,2,1,2,1,0,1,1,3,목,11.142857142857142,0.2222222222222222,268.0,16.0,26.0,61.0,26.0,65.0,41.0,0.0,33.0,16.0,202.0,66.0,1.0,5.0,5.0,1.0,0.0,0.0,355.14285714285717,0.05970149253731343,1.0,4.315789473684211
2026-06-19,7,0,2,32.5,6,1,1,1,1,1,1,0,1,1,4,금,10.0,0.1428571428571428,208.0,12.0,33.0,29.0,44.0,43.0,25.0,0.0,21.0,13.0,187.0,21.0,1.0,4.0,4.0,1.0,0.0,0.0,310.2857142857143,0.057692307692307696,1.0,4.277777777777778
2026-06-20,5,0,1,35.0,4,1,1,1,1,0,1,0,1,0,5,토,8.857142857142858,0.2,266.0,13.0,50.0,37.0,72.0,0.0,81.0,0.0,26.0,0.0,240.0,26.0,2.0,4.5,9.0,2.0,0.0,0.0,283.7142857142857,0.04887218045112782,1.0,4.25
2026-06-21,4,0,0,37.5,3,1,1,0,1,0,1,0,1,0,6,일,7.714285714285714,0.25,165.0,8.0,49.0,0.0,52.0,0.0,46.0,0.0,18.0,0.0,147.0,18.0,2.0,4.5,9.0,2.0,0.0,0.0,240.71428571428572,0.048484848484848485,1.0,4.25
2026-06-22,4,0,3,37.5,3,1,1,0,1,0,1,0,1,0,0,월,6.857142857142857,0.25,106.0,7.0,26.0,0.0,44.0,0.0,16.0,0.0,20.0,0.0,86.0,20.0,0.0,,0.0,0.0,0.0,0.0,220.0,0.0660377358490566,,4.2
2026-06-23,1,0,0,45.0,1,0,0,0,1,0,0,0,0,0,1,화,5.571428571428571,0.0,20.0,1.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,,0.0,0.0,0.0,0.0,189.28571428571428,0.05,,4.375
2026-06-24,1,0,1,45.0,1,0,0,0,1,0,0,0,0,0,2,수,4.428571428571429,0.0,34.0,2.0,0.0,0.0,34.0,0.0,0.0,0.0,0.0,0.0,34.0,0.0,0.0,,0.0,0.0,0.0,0.0,152.42857142857142,0.058823529411764705,,4.5
2026-06-25,0,0,0,,0,0,0,0,0,0,0,0,0,0,3,목,3.142857142857143,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,114.14285714285714,,,4.4
2026-06-26,0,0,0,,0,0,0,0,0,0,0,0,0,0,4,금,2.142857142857143,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,84.42857142857143,,,4.5
2026-06-27,0,0,0,,0,0,0,0,0,0,0,0,0,0,5,토,1.4285714285714286,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,46.42857142857143,,,4.5
2026-06-28,0,0,0,,0,0,0,0,0,0,0,0,0,0,6,일,0.8571428571428571,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,22.857142857142858,,,
2026-06-29,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,월,0.2857142857142857,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,7.714285714285714,,,
2026-06-30,0,0,0,,0,0,0,0,0,0,0,0,0,0,1,화,0.1428571428571428,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,4.857142857142857,,,
2026-07-01,7,7,0,53.5,6,1,2,0,0,4,0,1,0,0,2,수,1.0,0.1428571428571428,703.0,53.0,161.0,0.0,0.0,460.0,0.0,82.0,0.0,0.0,621.0,82.0,0.0,,0.0,0.0,0.0,0.0,100.42857142857143,0.07539118065433854,,
2026-07-02,8,1,0,52.333333333333336,7,1,2,0,0,5,0,1,0,0,3,목,2.142857142857143,0.125,711.0,49.0,138.0,0.0,0.0,488.0,0.0,85.0,0.0,0.0,626.0,85.0,0.0,,0.0,0.0,0.0,0.0,202.0,0.06891701828410689,,
2026-07-03,8,0,0,52.333333333333336,7,1,2,0,0,5,0,1,0,0,4,금,3.2857142857142856,0.125,638.0,37.0,127.0,0.0,0.0,453.0,0.0,58.0,0.0,0.0,580.0,58.0,1.0,4.0,4.0,1.0,0.0,0.0,293.14285714285717,0.05799373040752351,1.0,4.0
2026-07-04,8,0,0,52.333333333333336,7,1,2,0,0,5,0,1,0,0,5,토,4.428571428571429,0.125,773.0,50.0,142.0,0.0,0.0,487.0,0.0,144.0,0.0,0.0,629.0,144.0,0.0,,0.0,0.0,0.0,0.0,403.57142857142856,0.0646830530401035,,4.0
2026-07-05,9,1,0,52.333333333333336,7,2,2,0,0,5,0,2,0,0,6,일,5.714285714285714,0.2222222222222222,669.0,47.0,170.0,0.0,0.0,299.0,0.0,200.0,0.0,0.0,469.0,200.0,3.0,4.333333333333333,13.0,3.0,0.0,0.0,499.14285714285717,0.07025411061285501,1.0,4.25
2026-07-06,10,1,0,52.333333333333336,8,2,2,1,0,5,0,2,0,0,0,월,7.142857142857143,0.2,567.0,38.0,129.0,72.0,0.0,238.0,0.0,128.0,0.0,0.0,439.0,128.0,1.0,4.0,4.0,1.0,0.0,0.0,580.1428571428571,0.06701940035273368,1.0,4.2
2026-07-07,10,0,0,52.333333333333336,8,2,2,1,0,5,0,2,0,0,1,화,8.571428571428571,0.2,526.0,39.0,98.0,84.0,0.0,279.0,0.0,65.0,0.0,0.0,461.0,65.0,1.0,5.0,5.0,1.0,0.0,0.0,655.2857142857143,0.0741444866920152,1.0,4.333333333333333
2026-07-08,11,1,1,52.333333333333336,9,2,2,1,0,5,0,3,0,0,2,수,9.142857142857142,0.1818181818181818,628.0,47.0,107.0,79.0,0.0,300.0,0.0,142.0,0.0,0.0,559.0,69.0,1.0,5.0,5.0,1.0,0.0,0.0,644.5714285714286,0.07484076433121019,1.0,4.428571428571429
2026-07-09,11,1,0,53.5,9,2,2,1,0,4,0,4,0,0,3,목,9.571428571428571,0.1818181818181818,647.0,48.0,56.0,46.0,0.0,250.0,0.0,295.0,0.0,0.0,546.0,101.0,3.0,4.333333333333333,13.0,3.0,0.0,0.0,635.4285714285714,0.07418856259659969,1.0,4.4
2026-07-10,27,16,0,36.69230769230769,24,3,3,3,3,5,2,8,1,2,4,금,12.285714285714286,0.1111111111111111,1983.0,117.0,263.0,215.0,257.0,260.0,154.0,652.0,66.0,116.0,1770.0,213.0,2.0,4.0,8.0,2.0,0.0,0.0,827.5714285714286,0.059001512859304085,1.0,4.363636363636363
2026-07-11,28,1,1,36.69230769230769,25,3,3,3,3,6,2,8,1,2,5,토,15.142857142857142,0.1071428571428571,2662.0,183.0,320.0,282.0,238.0,520.0,141.0,963.0,49.0,149.0,2470.0,192.0,2.0,4.5,9.0,2.0,0.0,0.0,1097.4285714285713,0.06874530428249437,1.0,4.384615384615385
2026-07-12,27,0,1,36.69230769230769,24,3,3,3,3,5,2,8,1,2,6,일,17.714285714285715,0.1111111111111111,1960.0,131.0,245.0,189.0,238.0,343.0,72.0,739.0,34.0,100.0,1745.0,215.0,5.0,4.4,22.0,5.0,0.0,0.0,1281.857142857143,0.06683673469387755,1.0,4.4
2026-07-13,26,0,0,36.69230769230769,23,3,3,2,3,5,2,8,1,2,0,월,20.0,0.1153846153846153,1065.0,67.0,128.0,96.0,131.0,185.0,74.0,361.0,28.0,62.0,973.0,92.0,5.0,4.2,21.0,4.0,1.0,0.0,1353.0,0.06291079812206572,0.8,4.368421052631579
2026-07-14,26,0,1,36.69230769230769,23,3,3,2,3,5,2,8,1,2,1,화,22.285714285714285,0.1153846153846153,1016.0,63.0,70.0,66.0,149.0,260.0,58.0,340.0,20.0,53.0,931.0,85.0,2.0,3.5,7.0,1.0,1.0,0.0,1423.0,0.06200787401574803,0.5,4.25
2026-07-15,41,16,0,39.51851851851852,36,5,5,4,5,6,3,10,4,4,2,수,26.571428571428573,0.1219512195121951,2185.0,135.0,321.0,145.0,291.0,288.0,130.0,630.0,225.0,155.0,1955.0,230.0,5.0,4.4,22.0,5.0,0.0,0.0,1645.4285714285713,0.06178489702517163,1.0,4.25
2026-07-16,41,0,0,39.51851851851852,36,5,5,4,5,6,3,10,4,4,3,목,30.857142857142858,0.1219512195121951,1978.0,116.0,278.0,181.0,267.0,372.0,94.0,475.0,164.0,147.0,1731.0,247.0,1.0,4.0,4.0,1.0,0.0,0.0,1835.5714285714287,0.05864509605662285,1.0,4.2272727272727275
2026-07-17,41,0,0,39.51851851851852,36,5,5,4,5,6,3,10,4,4,4,금,32.857142857142854,0.1219512195121951,2503.0,154.0,280.0,302.0,307.0,494.0,126.0,575.0,216.0,203.0,2203.0,300.0,5.0,4.0,20.0,4.0,1.0,0.0,1909.857142857143,0.06152616859768278,0.8,4.2
2026-07-18,41,0,0,39.51851851851852,36,5,5,4,5,6,3,10,4,4,5,토,34.714285714285715,0.1219512195121951,2684.0,154.0,290.0,265.0,351.0,516.0,217.0,657.0,186.0,202.0,2407.0,277.0,4.0,3.5,14.0,2.0,2.0,0.0,1913.0,0.05737704918032787,0.5,4.074074074074074
2026-07-19,41,0,0,39.51851851851852,36,5,5,4,5,6,3,10,4,4,6,일,36.71428571428572,0.1219512195121951,2469.0,142.0,366.0,302.0,249.0,433.0,139.0,612.0,201.0,167.0,2258.0,211.0,5.0,4.0,20.0,3.0,2.0,0.0,1985.7142857142858,0.05751316322397732,0.6,4.0
2026-07-20,56,15,16,40.16666666666666,48,8,7,6,7,7,5,13,6,5,0,월,41.0,0.1428571428571428,2477.0,151.0,300.0,249.0,244.0,363.0,167.0,768.0,227.0,159.0,2134.0,343.0,7.0,4.428571428571429,31.0,7.0,0.0,0.0,2187.4285714285716,0.060960839725474364,1.0,4.068965517241379
2026-07-21,40,0,0,42.483870967741936,33,7,6,4,4,6,3,9,5,3,1,화,43.0,0.175,1805.0,108.0,325.0,144.0,169.0,222.0,168.0,470.0,183.0,124.0,1527.0,278.0,5.0,3.8,19.0,4.0,1.0,0.0,2300.1428571428573,0.059833795013850416,0.8,4.0625
2026-07-22,40,0,0,42.483870967741936,33,7,6,4,4,6,3,9,5,3,2,수,42.85714285714285,0.175,1712.0,101.0,242.0,186.0,172.0,338.0,106.0,420.0,122.0,126.0,1401.0,311.0,3.0,4.333333333333333,13.0,3.0,0.0,0.0,2232.5714285714284,0.05899532710280374,1.0,4.033333333333333
2026-07-23,40,0,1,42.483870967741936,33,7,6,4,4,6,3,9,5,3,3,목,42.71428571428572,0.175,1644.0,99.0,257.0,130.0,169.0,276.0,132.0,448.0,132.0,100.0,1309.0,335.0,6.0,4.0,24.0,4.0,2.0,0.0,2184.8571428571427,0.060218978102189784,0.6666666666666666,4.0285714285714285
2026-07-24,39,0,0,42.483870967741936,32,7,6,4,4,6,3,8,5,3,4,금,42.42857142857143,0.1794871794871795,1897.0,111.0,275.0,235.0,222.0,340.0,132.0,423.0,156.0,114.0,1586.0,311.0,3.0,4.333333333333333,13.0,3.0,0.0,0.0,2098.285714285714,0.05851344227727991,1.0,4.0606060606060606
2026-07-25,39,0,0,42.483870967741936,32,7,6,4,4,6,3,8,5,3,5,토,42.142857142857146,0.1794871794871795,2111.0,124.0,318.0,172.0,211.0,330.0,151.0,545.0,242.0,142.0,1759.0,352.0,4.0,3.75,15.0,3.0,1.0,0.0,2016.4285714285713,0.05873993368072004,0.75,4.090909090909091
