review_id,event_id,brand,category,category_ko,merchant_type,review_date,rating,review_text,rating_sentiment,text_sentiment
r0030,s0016,세븐일레븐,food,푸드,브랜드,2025-09-18,5,가격 대비 퀄리티 최고예요. 세븐일레븐 다음에도 또 이용할래요.,positive,positive
r0031,s0016,세븐일레븐,food,푸드,브랜드,2025-09-14,4,"세븐일레븐 음식 진짜 만족스러웠어요, 30% OFF 받고 완전 이득!",positive,positive
r0032,s0016,세븐일레븐,food,푸드,브랜드,2025-09-20,4,음식 상태도 좋고 직원분도 친절해서 기분 좋게 다녀왔습니다.,positive,positive
r0033,s0016,세븐일레븐,food,푸드,브랜드,2025-09-13,5,성수동에서 이런 이벤트 찾기 힘든데 완전 만족했어요.,positive,positive
r0034,s0017,Airbnb,stay,스테이,브랜드,2025-10-08,4,이 정도 할인이면 무조건 가야죠. 강력 추천합니다!,positive,positive
r0035,s0018,Xiaomi,tech,테크,브랜드,2025-09-23,4,제품 상태도 좋고 직원분도 친절해서 기분 좋게 다녀왔습니다.,positive,positive
r0036,s0018,Xiaomi,tech,테크,브랜드,2025-09-28,5,이 정도 할인이면 무조건 가야죠. 강력 추천합니다!,positive,positive
r0037,s0018,Xiaomi,tech,테크,브랜드,2025-09-26,3,Xiaomi 처음 이용해봤는데 보통이었어요.,neutral,neutral
r0038,s0019,Agoda,stay,스테이,소상공인,2025-10-07,3,할인은 괜찮은데 대기줄이 좀 길었습니다.,neutral,negative
r0039,s0020,배달특급,delivery,딜리버리,브랜드,2025-10-06,4,성수동에서 이런 이벤트 찾기 힘든데 완전 만족했어요.,positive,positive
r0040,s0021,땡겨요,delivery,딜리버리,브랜드,2025-10-18,5,성수동에서 이런 이벤트 찾기 힘든데 완전 만족했어요.,positive,positive
r0041,s0021,땡겨요,delivery,딜리버리,브랜드,2025-10-15,3,땡겨요 처음 이용해봤는데 보통이었어요.,neutral,neutral
r0042,s0021,땡겨요,delivery,딜리버리,브랜드,2025-10-17,5,이 정도 할인이면 무조건 가야죠. 강력 추천합니다!,positive,positive
r0043,s0021,땡겨요,delivery,딜리버리,브랜드,2025-10-20,3,그냥 무난했어요. 재방문은 고민 중입니다.,neutral,neutral
r0044,s0021,땡겨요,delivery,딜리버리,브랜드,2025-10-09,4,배달 상태도 좋고 직원분도 친절해서 기분 좋게 다녀왔습니다.,positive,positive
r0045,s0022,탬버린즈,popup,팝업,브랜드,2025-10-07,3,기대했던 것보다 별로였어요. 공간 아쉬웠습니다.,neutral,negative
r0046,s0023,요기요,delivery,딜리버리,브랜드,2025-10-03,4,"요기요 배달 진짜 만족스러웠어요, 40% OFF 받고 완전 이득!",positive,positive
r0047,s0026,Levi's,fashion,패션,브랜드,2025-10-12,4,옷 상태도 좋고 직원분도 친절해서 기분 좋게 다녀왔습니다.,positive,positive
r0048,s0026,Levi's,fashion,패션,브랜드,2025-10-09,3,Levi's 처음 이용해봤는데 보통이었어요.,neutral,neutral
r0049,s0026,Levi's,fashion,패션,브랜드,2025-10-10,4,가격 대비 퀄리티 최고예요. Levi's 다음에도 또 이용할래요.,positive,positive
r0050,s0027,카페 소슬,popup,팝업,브랜드,2025-10-12,3,카페 소슬 처음 이용해봤는데 보통이었어요.,neutral,neutral
r0051,s0028,배달의민족,delivery,딜리버리,브랜드,2025-10-19,3,할인은 괜찮은데 대기줄이 좀 길었습니다.,neutral,negative
r0052,s0028,배달의민족,delivery,딜리버리,브랜드,2025-10-15,4,가격 대비 퀄리티 최고예요. 배달의민족 다음에도 또 이용할래요.,positive,positive
r0053,s0031,Nature Republic,beauty,뷰티,브랜드,2025-11-03,4,가격 대비 퀄리티 최고예요. Nature Republic 다음에도 또 이용할래요.,positive,positive
r0054,s0031,Nature Republic,beauty,뷰티,브랜드,2025-10-14,4,"Nature Republic 제품 진짜 만족스러웠어요, 2+1 받고 완전 이득!",positive,positive
r0055,s0031,Nature Republic,beauty,뷰티,브랜드,2025-10-19,4,이 정도 할인이면 무조건 가야죠. 강력 추천합니다!,positive,positive
r0056,s0031,Nature Republic,beauty,뷰티,브랜드,2025-10-19,4,성수동에서 이런 이벤트 찾기 힘든데 완전 만족했어요.,positive,positive
r0057,s0032,스파오,fashion,패션,브랜드,2025-10-12,4,"스파오 옷 진짜 만족스러웠어요, 50% OFF 받고 완전 이득!",positive,positive
r0058,s0034,코웨이,living,리빙,브랜드,2025-10-16,5,가격 대비 퀄리티 최고예요. 코웨이 다음에도 또 이용할래요.,positive,positive
r0059,s0036,동네줌,delivery,딜리버리,브랜드,2025-10-19,4,할인은 괜찮은데 대기줄이 좀 길었습니다.,positive,negative
r0060,s0037,야놀자,stay,스테이,브랜드,2025-11-02,4,이 정도 할인이면 무조건 가야죠. 강력 추천합니다!,positive,positive
r0061,s0037,야놀자,stay,스테이,브랜드,2025-10-20,4,이 정도 할인이면 무조건 가야죠. 강력 추천합니다!,positive,positive
r0062,s0038,폴로 랄프로렌,fashion,패션,브랜드,2025-10-30,3,그냥 무난했어요. 재방문은 고민 중입니다.,neutral,neutral
r0063,s0038,폴로 랄프로렌,fashion,패션,브랜드,2025-10-31,3,그냥 무난했어요. 재방문은 고민 중입니다.,neutral,neutral
r0064,s0039,아디다스 오리지널스,popup,팝업,브랜드,2025-10-21,3,아디다스 오리지널스 처음 이용해봤는데 보통이었어요.,neutral,neutral
r0065,s0039,아디다스 오리지널스,popup,팝업,브랜드,2025-10-28,4,공간 상태도 좋고 직원분도 친절해서 기분 좋게 다녀왔습니다.,positive,positive
r0066,s0040,앤더슨벨,popup,팝업,브랜드,2025-11-07,3,그냥 무난했어요. 재방문은 고민 중입니다.,neutral,neutral
r0067,s0040,앤더슨벨,popup,팝업,브랜드,2025-11-06,4,이 정도 할인이면 무조건 가야죠. 강력 추천합니다!,positive,positive
r0068,s0040,앤더슨벨,popup,팝업,브랜드,2025-10-24,5,성수동에서 이런 이벤트 찾기 힘든데 완전 만족했어요.,positive,positive
r0069,s0040,앤더슨벨,popup,팝업,브랜드,2025-11-02,5,공간 상태도 좋고 직원분도 친절해서 기분 좋게 다녀왔습니다.,positive,positive
r0070,s0041,일룸,living,리빙,브랜드,2025-10-31,3,할인은 괜찮은데 대기줄이 좀 길었습니다.,neutral,negative
r0071,s0042,Levi's,fashion,패션,브랜드,2025-10-22,3,할인은 괜찮은데 대기줄이 좀 길었습니다.,neutral,negative
r0072,s0044,신라스테이,stay,스테이,브랜드,2025-10-21,4,이 정도 할인이면 무조건 가야죠. 강력 추천합니다!,positive,positive
r0073,s0044,신라스테이,stay,스테이,브랜드,2025-11-07,5,가격 대비 퀄리티 최고예요. 신라스테이 다음에도 또 이용할래요.,positive,positive
r0074,s0045,New Balance,fashion,패션,브랜드,2025-10-25,5,옷 상태도 좋고 직원분도 친절해서 기분 좋게 다녀왔습니다.,positive,positive
r0075,s0045,New Balance,fashion,패션,브랜드,2025-10-26,4,옷 상태도 좋고 직원분도 친절해서 기분 좋게 다녀왔습니다.,positive,positive
r0076,s0045,New Balance,fashion,패션,브랜드,2025-10-29,4,이 정도 할인이면 무조건 가야죠. 강력 추천합니다!,positive,positive
r0077,s0046,선릉 오피스 간식팝업,popup,팝업,브랜드,2025-10-30,4,이 정도 할인이면 무조건 가야죠. 강력 추천합니다!,positive,positive
r0078,s0046,선릉 오피스 간식팝업,popup,팝업,브랜드,2025-11-09,4,가격 대비 퀄리티 최고예요. 선릉 오피스 간식팝업 다음에도 또 이용할래요.,positive,positive
r0079,s0046,선릉 오피스 간식팝업,popup,팝업,브랜드,2025-11-07,4,이 정도 할인이면 무조건 가야죠. 강력 추천합니다!,positive,positive
r0080,s0047,Ediya Coffee,food,푸드,브랜드,2025-11-02,4,이 정도 할인이면 무조건 가야죠. 강력 추천합니다!,positive,positive
r0081,s0047,Ediya Coffee,food,푸드,브랜드,2025-11-02,4,할인은 괜찮은데 대기줄이 좀 길었습니다.,positive,negative
r0082,s0048,아디다스 오리지널스,popup,팝업,소상공인,2025-11-02,3,할인은 괜찮은데 대기줄이 좀 길었습니다.,neutral,negative
r0083,s0048,아디다스 오리지널스,popup,팝업,소상공인,2025-11-09,4,이 정도 할인이면 무조건 가야죠. 강력 추천합니다!,positive,positive
r0084,s0049,경기배달특급,delivery,딜리버리,브랜드,2025-11-12,4,"경기배달특급 배달 진짜 만족스러웠어요, 1+1 받고 완전 이득!",positive,positive
r0085,s0049,경기배달특급,delivery,딜리버리,브랜드,2025-11-03,4,이 정도 할인이면 무조건 가야죠. 강력 추천합니다!,positive,positive
r0086,s0049,경기배달특급,delivery,딜리버리,브랜드,2025-11-15,4,기대했던 것보다 별로였어요. 배달 아쉬웠습니다.,positive,negative
r0087,s0049,경기배달특급,delivery,딜리버리,브랜드,2025-11-20,4,"경기배달특급 배달 진짜 만족스러웠어요, 1+1 받고 완전 이득!",positive,positive
r0088,s0050,Levi's,fashion,패션,브랜드,2025-12-04,4,옷 상태도 좋고 직원분도 친절해서 기분 좋게 다녀왔습니다.,positive,positive
r0089,s0050,Levi's,fashion,패션,브랜드,2025-11-20,5,이 정도 할인이면 무조건 가야죠. 강력 추천합니다!,positive,positive
r0090,s0050,Levi's,fashion,패션,브랜드,2025-12-06,4,가격 대비 퀄리티 최고예요. Levi's 다음에도 또 이용할래요.,positive,positive
r0091,s0050,Levi's,fashion,패션,브랜드,2025-12-02,3,할인은 괜찮은데 대기줄이 좀 길었습니다.,neutral,negative
r0092,s0050,Levi's,fashion,패션,브랜드,2025-11-28,4,가격 대비 퀄리티 최고예요. Levi's 다음에도 또 이용할래요.,positive,positive
r0093,s0050,Levi's,fashion,패션,브랜드,2025-11-07,5,성수동에서 이런 이벤트 찾기 힘든데 완전 만족했어요.,positive,positive
r0094,s0051,adidas,fashion,패션,소상공인,2025-11-09,5,"adidas 옷 진짜 만족스러웠어요, 50% OFF 받고 완전 이득!",positive,positive
r0095,s0051,adidas,fashion,패션,소상공인,2025-11-25,3,adidas 처음 이용해봤는데 보통이었어요.,neutral,neutral
r0096,s0051,adidas,fashion,패션,소상공인,2025-11-16,4,성수동에서 이런 이벤트 찾기 힘든데 완전 만족했어요.,positive,positive
r0097,s0051,adidas,fashion,패션,소상공인,2025-11-07,4,가격 대비 퀄리티 최고예요. adidas 다음에도 또 이용할래요.,positive,positive
r0098,s0052,성수 로컬 소품샵,popup,팝업,브랜드,2025-11-13,4,공간 상태도 좋고 직원분도 친절해서 기분 좋게 다녀왔습니다.,positive,positive
r0099,s0052,성수 로컬 소품샵,popup,팝업,브랜드,2025-11-05,3,그냥 무난했어요. 재방문은 고민 중입니다.,neutral,neutral
r0100,s0052,성수 로컬 소품샵,popup,팝업,브랜드,2025-11-11,4,이 정도 할인이면 무조건 가야죠. 강력 추천합니다!,positive,positive
r0101,s0053,자주,living,리빙,브랜드,2025-11-13,4,이 정도 할인이면 무조건 가야죠. 강력 추천합니다!,positive,positive
r0102,s0053,자주,living,리빙,브랜드,2025-11-24,4,가격 대비 퀄리티 최고예요. 자주 다음에도 또 이용할래요.,positive,positive
r0103,s0053,자주,living,리빙,브랜드,2025-11-09,4,이 정도 할인이면 무조건 가야죠. 강력 추천합니다!,positive,positive
r0104,s0055,GS25,food,푸드,소상공인,2025-11-23,5,음식 상태도 좋고 직원분도 친절해서 기분 좋게 다녀왔습니다.,positive,positive
r0105,s0055,GS25,food,푸드,소상공인,2025-11-14,3,음식 나쁘지 않은데 특별히 인상적이지도 않았어요.,neutral,neutral
r0106,s0056,New Balance,fashion,패션,브랜드,2025-11-14,4,옷 상태도 좋고 직원분도 친절해서 기분 좋게 다녀왔습니다.,positive,positive
r0107,s0056,New Balance,fashion,패션,브랜드,2025-11-21,4,이 정도 할인이면 무조건 가야죠. 강력 추천합니다!,positive,positive
r0108,s0057,Airbnb,stay,스테이,브랜드,2025-11-19,5,가격 대비 퀄리티 최고예요. Airbnb 다음에도 또 이용할래요.,positive,positive
r0109,s0057,Airbnb,stay,스테이,브랜드,2025-11-19,5,성수동에서 이런 이벤트 찾기 힘든데 완전 만족했어요.,positive,positive
r0110,s0057,Airbnb,stay,스테이,브랜드,2025-11-24,4,숙소 상태도 좋고 직원분도 친절해서 기분 좋게 다녀왔습니다.,positive,positive
r0111,s0058,무신사 스탠다드,popup,팝업,브랜드,2025-11-22,4,"재고가 이미 없어서 할인 혜택을 못 받았어요, 실망.",positive,negative
r0112,s0058,무신사 스탠다드,popup,팝업,브랜드,2025-11-26,3,직원 응대가 다소 불친절했어요.,neutral,neutral
r0113,s0058,무신사 스탠다드,popup,팝업,브랜드,2025-11-27,4,공간 상태도 좋고 직원분도 친절해서 기분 좋게 다녀왔습니다.,positive,positive
r0114,s0058,무신사 스탠다드,popup,팝업,브랜드,2025-11-30,4,성수동에서 이런 이벤트 찾기 힘든데 완전 만족했어요.,positive,positive
r0115,s0058,무신사 스탠다드,popup,팝업,브랜드,2025-11-18,3,그냥 무난했어요. 재방문은 고민 중입니다.,neutral,neutral
r0116,s0059,앤더슨벨,popup,팝업,브랜드,2025-11-24,4,성수동에서 이런 이벤트 찾기 힘든데 완전 만족했어요.,positive,positive
r0117,s0059,앤더슨벨,popup,팝업,브랜드,2025-11-23,4,성수동에서 이런 이벤트 찾기 힘든데 완전 만족했어요.,positive,positive
r0118,s0059,앤더슨벨,popup,팝업,브랜드,2025-11-13,4,가격 대비 퀄리티 최고예요. 앤더슨벨 다음에도 또 이용할래요.,positive,positive
r0119,s0060,Samsung,tech,테크,브랜드,2025-11-18,4,제품 상태도 좋고 직원분도 친절해서 기분 좋게 다녀왔습니다.,positive,positive
r0120,s0061,MAC,beauty,뷰티,브랜드,2025-11-17,5,성수동에서 이런 이벤트 찾기 힘든데 완전 만족했어요.,positive,positive
r0121,s0061,MAC,beauty,뷰티,브랜드,2025-11-30,4,가격 대비 퀄리티 최고예요. MAC 다음에도 또 이용할래요.,positive,positive
r0122,s0061,MAC,beauty,뷰티,브랜드,2025-12-01,4,성수동에서 이런 이벤트 찾기 힘든데 완전 만족했어요.,positive,positive
r0123,s0061,MAC,beauty,뷰티,브랜드,2025-11-21,5,"MAC 제품 진짜 만족스러웠어요, 40% OFF 받고 완전 이득!",positive,positive
r0124,s0061,MAC,beauty,뷰티,브랜드,2025-12-04,5,가격 대비 퀄리티 최고예요. MAC 다음에도 또 이용할래요.,positive,positive
r0125,s0062,동네빵집 밀도,popup,팝업,브랜드,2025-11-21,5,공간 상태도 좋고 직원분도 친절해서 기분 좋게 다녀왔습니다.,positive,positive
r0126,s0062,동네빵집 밀도,popup,팝업,브랜드,2025-12-05,4,가격 대비 퀄리티 최고예요. 동네빵집 밀도 다음에도 또 이용할래요.,positive,positive
r0127,s0063,Expedia,stay,스테이,브랜드,2025-11-25,3,Expedia 처음 이용해봤는데 보통이었어요.,neutral,neutral
r0128,s0063,Expedia,stay,스테이,브랜드,2025-11-25,4,숙소 상태도 좋고 직원분도 친절해서 기분 좋게 다녀왔습니다.,positive,positive
r0129,s0063,Expedia,stay,스테이,브랜드,2025-11-24,5,가격 대비 퀄리티 최고예요. Expedia 다음에도 또 이용할래요.,positive,positive
r0130,s0063,Expedia,stay,스테이,브랜드,2025-11-18,5,가격 대비 퀄리티 최고예요. Expedia 다음에도 또 이용할래요.,positive,positive
r0131,s0063,Expedia,stay,스테이,브랜드,2025-11-21,3,그냥 무난했어요. 재방문은 고민 중입니다.,neutral,neutral
r0132,s0064,동네줌,delivery,딜리버리,브랜드,2025-11-25,3,그냥 무난했어요. 재방문은 고민 중입니다.,neutral,neutral
r0133,s0064,동네줌,delivery,딜리버리,브랜드,2025-12-03,4,배달 상태도 좋고 직원분도 친절해서 기분 좋게 다녀왔습니다.,positive,positive
r0134,s0064,동네줌,delivery,딜리버리,브랜드,2025-12-04,5,가격 대비 퀄리티 최고예요. 동네줌 다음에도 또 이용할래요.,positive,positive
r0135,s0065,이마트에브리데이,food,푸드,브랜드,2025-11-20,4,성수동에서 이런 이벤트 찾기 힘든데 완전 만족했어요.,positive,positive
r0136,s0065,이마트에브리데이,food,푸드,브랜드,2025-11-22,4,"이마트에브리데이 음식 진짜 만족스러웠어요, 2+1 받고 완전 이득!",positive,positive
r0137,s0065,이마트에브리데이,food,푸드,브랜드,2025-11-29,4,성수동에서 이런 이벤트 찾기 힘든데 완전 만족했어요.,positive,positive
r0138,s0065,이마트에브리데이,food,푸드,브랜드,2025-11-23,4,"이마트에브리데이 음식 진짜 만족스러웠어요, 2+1 받고 완전 이득!",positive,positive
r0139,s0065,이마트에브리데이,food,푸드,브랜드,2025-11-24,5,"이마트에브리데이 음식 진짜 만족스러웠어요, 2+1 받고 완전 이득!",positive,positive
r0140,s0066,Booking.com,stay,스테이,브랜드,2025-12-04,4,가격 대비 퀄리티 최고예요. Booking.com 다음에도 또 이용할래요.,positive,positive
r0141,s0067,폴로 랄프로렌,fashion,패션,소상공인,2025-12-11,3,할인은 괜찮은데 대기줄이 좀 길었습니다.,neutral,negative
r0142,s0067,폴로 랄프로렌,fashion,패션,소상공인,2025-11-25,4,가격 대비 퀄리티 최고예요. 폴로 랄프로렌 다음에도 또 이용할래요.,positive,positive
r0143,s0067,폴로 랄프로렌,fashion,패션,소상공인,2025-12-10,4,옷 상태도 좋고 직원분도 친절해서 기분 좋게 다녀왔습니다.,positive,positive
r0144,s0067,폴로 랄프로렌,fashion,패션,소상공인,2025-11-29,4,"폴로 랄프로렌 옷 진짜 만족스러웠어요, 20% OFF 받고 완전 이득!",positive,positive
r0145,s0067,폴로 랄프로렌,fashion,패션,소상공인,2025-12-14,4,기대했던 것보다 별로였어요. 옷 아쉬웠습니다.,positive,negative
r0146,s0068,동네줌,delivery,딜리버리,브랜드,2025-11-25,2,설명이랑 실제가 달라서 불편했습니다.,negative,negative
r0147,s0069,자담치킨,delivery,딜리버리,브랜드,2025-11-26,4,성수동에서 이런 이벤트 찾기 힘든데 완전 만족했어요.,positive,positive
r0148,s0069,자담치킨,delivery,딜리버리,브랜드,2025-11-27,4,배달 상태도 좋고 직원분도 친절해서 기분 좋게 다녀왔습니다.,positive,positive
r0149,s0070,Etude,beauty,뷰티,브랜드,2025-12-10,4,성수동에서 이런 이벤트 찾기 힘든데 완전 만족했어요.,positive,positive
r0150,s0070,Etude,beauty,뷰티,브랜드,2025-12-10,4,제품 상태도 좋고 직원분도 친절해서 기분 좋게 다녀왔습니다.,positive,positive
r0151,s0070,Etude,beauty,뷰티,브랜드,2025-11-29,4,Etude 처음 이용해봤는데 보통이었어요.,positive,neutral
r0152,s0072,Pizza Hut,delivery,딜리버리,브랜드,2025-11-30,4,가격 대비 퀄리티 최고예요. Pizza Hut 다음에도 또 이용할래요.,positive,positive
r0153,s0072,Pizza Hut,delivery,딜리버리,브랜드,2025-12-04,4,이 정도 할인이면 무조건 가야죠. 강력 추천합니다!,positive,positive
r0154,s0073,GUESS,fashion,패션,브랜드,2025-12-06,4,성수동에서 이런 이벤트 찾기 힘든데 완전 만족했어요.,positive,positive
r0155,s0073,GUESS,fashion,패션,브랜드,2025-12-10,5,옷 상태도 좋고 직원분도 친절해서 기분 좋게 다녀왔습니다.,positive,positive
r0156,s0074,동네줌,delivery,딜리버리,브랜드,2025-12-05,4,배달 상태도 좋고 직원분도 친절해서 기분 좋게 다녀왔습니다.,positive,positive
r0157,s0074,동네줌,delivery,딜리버리,브랜드,2025-11-30,4,이 정도 할인이면 무조건 가야죠. 강력 추천합니다!,positive,positive
r0158,s0074,동네줌,delivery,딜리버리,브랜드,2025-12-02,4,가격 대비 퀄리티 최고예요. 동네줌 다음에도 또 이용할래요.,positive,positive
r0159,s0075,배스킨라빈스,food,푸드,브랜드,2025-12-22,5,음식 상태도 좋고 직원분도 친절해서 기분 좋게 다녀왔습니다.,positive,positive
r0160,s0075,배스킨라빈스,food,푸드,브랜드,2025-12-17,5,성수동에서 이런 이벤트 찾기 힘든데 완전 만족했어요.,positive,positive
r0161,s0075,배스킨라빈스,food,푸드,브랜드,2025-12-06,3,할인은 괜찮은데 대기줄이 좀 길었습니다.,neutral,negative
r0162,s0075,배스킨라빈스,food,푸드,브랜드,2025-12-21,5,"배스킨라빈스 음식 진짜 만족스러웠어요, 50% OFF 받고 완전 이득!",positive,positive
r0163,s0076,IKEA,living,리빙,브랜드,2025-12-21,4,이 정도 할인이면 무조건 가야죠. 강력 추천합니다!,positive,positive
r0164,s0076,IKEA,living,리빙,브랜드,2025-12-09,4,제품 상태도 좋고 직원분도 친절해서 기분 좋게 다녀왔습니다.,positive,positive
r0165,s0076,IKEA,living,리빙,브랜드,2025-12-21,4,제품 상태도 좋고 직원분도 친절해서 기분 좋게 다녀왔습니다.,positive,positive
r0166,s0076,IKEA,living,리빙,브랜드,2025-12-18,3,IKEA 처음 이용해봤는데 보통이었어요.,neutral,neutral
r0167,s0077,교촌치킨,delivery,딜리버리,브랜드,2025-12-07,4,가격 대비 퀄리티 최고예요. 교촌치킨 다음에도 또 이용할래요.,positive,positive
r0168,s0078,Airbnb,stay,스테이,소상공인,2025-12-07,4,이 정도 할인이면 무조건 가야죠. 강력 추천합니다!,positive,positive
r0169,s0079,굽네치킨,delivery,딜리버리,브랜드,2025-12-12,4,가격 대비 퀄리티 최고예요. 굽네치킨 다음에도 또 이용할래요.,positive,positive
r0170,s0079,굽네치킨,delivery,딜리버리,브랜드,2025-12-19,4,배달 상태도 좋고 직원분도 친절해서 기분 좋게 다녀왔습니다.,positive,positive
r0171,s0080,Airbnb,stay,스테이,소상공인,2025-12-21,4,직원 응대가 다소 불친절했어요.,positive,neutral
r0172,s0080,Airbnb,stay,스테이,소상공인,2025-12-12,4,성수동에서 이런 이벤트 찾기 힘든데 완전 만족했어요.,positive,positive
r0173,s0081,Innisfree,beauty,뷰티,브랜드,2025-12-11,4,"Innisfree 제품 진짜 만족스러웠어요, 15% OFF 받고 완전 이득!",positive,positive
r0174,s0082,반스,fashion,패션,소상공인,2025-12-23,4,가격 대비 퀄리티 최고예요. 반스 다음에도 또 이용할래요.,positive,positive
r0175,s0083,이마트에브리데이,food,푸드,브랜드,2026-01-06,5,"이마트에브리데이 음식 진짜 만족스러웠어요, 최대 5,000원 할인 받고 완전 이득!",positive,positive
r0176,s0083,이마트에브리데이,food,푸드,브랜드,2025-12-22,5,가격 대비 퀄리티 최고예요. 이마트에브리데이 다음에도 또 이용할래요.,positive,positive
r0177,s0083,이마트에브리데이,food,푸드,브랜드,2026-01-04,5,음식 상태도 좋고 직원분도 친절해서 기분 좋게 다녀왔습니다.,positive,positive
r0178,s0084,GS25,food,푸드,브랜드,2025-12-25,4,GS25 처음 이용해봤는데 보통이었어요.,positive,neutral
r0179,s0084,GS25,food,푸드,브랜드,2026-01-09,4,가격 대비 퀄리티 최고예요. GS25 다음에도 또 이용할래요.,positive,positive
r0180,s0084,GS25,food,푸드,브랜드,2026-01-01,4,음식 나쁘지 않은데 특별히 인상적이지도 않았어요.,positive,neutral
r0181,s0085,까사미아,living,리빙,브랜드,2025-12-25,4,성수동에서 이런 이벤트 찾기 힘든데 완전 만족했어요.,positive,positive
r0182,s0085,까사미아,living,리빙,브랜드,2025-12-13,5,이 정도 할인이면 무조건 가야죠. 강력 추천합니다!,positive,positive
r0183,s0085,까사미아,living,리빙,브랜드,2026-01-05,4,제품 상태도 좋고 직원분도 친절해서 기분 좋게 다녀왔습니다.,positive,positive
