date,event_id,category,category_ko,brand,merchant_type,discount_pct,discount_type,views,likes
2025-09-04,s0005,food,푸드,이디야커피,브랜드,30.0,percent,31,2
2025-08-29,s0006,living,리빙,롯데하이마트,브랜드,,bundle,62,3
2025-08-30,s0006,living,리빙,롯데하이마트,브랜드,,bundle,47,3
2025-08-31,s0006,living,리빙,롯데하이마트,브랜드,,bundle,103,6
2025-09-01,s0006,living,리빙,롯데하이마트,브랜드,,bundle,36,2
2025-09-02,s0006,living,리빙,롯데하이마트,브랜드,,bundle,51,3
2025-09-03,s0006,living,리빙,롯데하이마트,브랜드,,bundle,27,1
2025-09-04,s0006,living,리빙,롯데하이마트,브랜드,,bundle,36,2
2025-09-05,s0006,living,리빙,롯데하이마트,브랜드,,bundle,37,2
2025-09-06,s0006,living,리빙,롯데하이마트,브랜드,,bundle,24,1
2025-09-07,s0006,living,리빙,롯데하이마트,브랜드,,bundle,63,2
2025-09-08,s0006,living,리빙,롯데하이마트,브랜드,,bundle,21,1
2025-09-09,s0006,living,리빙,롯데하이마트,브랜드,,bundle,15,1
2025-09-10,s0006,living,리빙,롯데하이마트,브랜드,,bundle,29,2
2025-09-11,s0006,living,리빙,롯데하이마트,브랜드,,bundle,24,1
2025-09-12,s0006,living,리빙,롯데하이마트,브랜드,,bundle,32,1
2025-08-30,s0007,food,푸드,이마트24,브랜드,45.0,percent,155,13
2025-08-31,s0007,food,푸드,이마트24,브랜드,45.0,percent,58,4
2025-09-01,s0007,food,푸드,이마트24,브랜드,45.0,percent,56,4
2025-09-02,s0007,food,푸드,이마트24,브랜드,45.0,percent,46,4
2025-09-03,s0007,food,푸드,이마트24,브랜드,45.0,percent,83,7
2025-09-04,s0007,food,푸드,이마트24,브랜드,45.0,percent,59,3
2025-09-05,s0007,food,푸드,이마트24,브랜드,45.0,percent,77,5
2025-09-06,s0007,food,푸드,이마트24,브랜드,45.0,percent,64,5
2025-09-07,s0007,food,푸드,이마트24,브랜드,45.0,percent,76,7
2025-09-08,s0007,food,푸드,이마트24,브랜드,45.0,percent,41,4
2025-09-09,s0007,food,푸드,이마트24,브랜드,45.0,percent,37,3
2025-09-10,s0007,food,푸드,이마트24,브랜드,45.0,percent,44,3
2025-09-11,s0007,food,푸드,이마트24,브랜드,45.0,percent,44,3
2025-09-12,s0007,food,푸드,이마트24,브랜드,45.0,percent,122,10
2025-09-13,s0007,food,푸드,이마트24,브랜드,45.0,percent,43,4
2025-09-14,s0007,food,푸드,이마트24,브랜드,45.0,percent,32,3
2025-09-15,s0007,food,푸드,이마트24,브랜드,45.0,percent,43,2
2025-09-16,s0007,food,푸드,이마트24,브랜드,45.0,percent,28,2
2025-09-17,s0007,food,푸드,이마트24,브랜드,45.0,percent,18,1
2025-09-18,s0007,food,푸드,이마트24,브랜드,45.0,percent,27,2
2025-09-19,s0007,food,푸드,이마트24,브랜드,45.0,percent,104,7
2025-09-20,s0007,food,푸드,이마트24,브랜드,45.0,percent,41,3
2025-09-21,s0007,food,푸드,이마트24,브랜드,45.0,percent,28,2
2025-09-22,s0007,food,푸드,이마트24,브랜드,45.0,percent,78,5
2025-09-23,s0007,food,푸드,이마트24,브랜드,45.0,percent,24,2
2025-09-24,s0007,food,푸드,이마트24,브랜드,45.0,percent,103,6
2025-08-31,s0008,popup,팝업,마뗑킴,소상공인,55.0,percent,108,6
2025-09-01,s0008,popup,팝업,마뗑킴,소상공인,55.0,percent,140,9
2025-09-02,s0008,popup,팝업,마뗑킴,소상공인,55.0,percent,58,5
2025-09-03,s0008,popup,팝업,마뗑킴,소상공인,55.0,percent,69,4
2025-09-04,s0008,popup,팝업,마뗑킴,소상공인,55.0,percent,54,3
2025-09-05,s0008,popup,팝업,마뗑킴,소상공인,55.0,percent,57,3
2025-09-06,s0008,popup,팝업,마뗑킴,소상공인,55.0,percent,74,4
2025-09-07,s0008,popup,팝업,마뗑킴,소상공인,55.0,percent,70,5
2025-09-08,s0008,popup,팝업,마뗑킴,소상공인,55.0,percent,43,3
2025-09-09,s0008,popup,팝업,마뗑킴,소상공인,55.0,percent,37,3
2025-09-10,s0008,popup,팝업,마뗑킴,소상공인,55.0,percent,29,1
2025-09-01,s0009,food,푸드,CU,브랜드,35.0,percent,88,6
2025-09-02,s0009,food,푸드,CU,브랜드,35.0,percent,129,9
2025-09-03,s0009,food,푸드,CU,브랜드,35.0,percent,53,4
2025-09-04,s0009,food,푸드,CU,브랜드,35.0,percent,70,4
2025-09-05,s0009,food,푸드,CU,브랜드,35.0,percent,106,6
2025-09-06,s0009,food,푸드,CU,브랜드,35.0,percent,89,5
2025-09-07,s0009,food,푸드,CU,브랜드,35.0,percent,90,8
2025-09-08,s0009,food,푸드,CU,브랜드,35.0,percent,30,3
2025-09-09,s0009,food,푸드,CU,브랜드,35.0,percent,43,4
2025-09-10,s0009,food,푸드,CU,브랜드,35.0,percent,36,2
2025-09-11,s0009,food,푸드,CU,브랜드,35.0,percent,37,3
2025-09-05,s0010,beauty,뷰티,올리브영,브랜드,15.0,percent,140,9
2025-09-06,s0010,beauty,뷰티,올리브영,브랜드,15.0,percent,78,5
2025-09-07,s0010,beauty,뷰티,올리브영,브랜드,15.0,percent,76,4
2025-09-08,s0010,beauty,뷰티,올리브영,브랜드,15.0,percent,24,1
2025-09-09,s0010,beauty,뷰티,올리브영,브랜드,15.0,percent,68,4
2025-09-10,s0010,beauty,뷰티,올리브영,브랜드,15.0,percent,49,3
2025-09-11,s0010,beauty,뷰티,올리브영,브랜드,15.0,percent,34,2
2025-09-12,s0010,beauty,뷰티,올리브영,브랜드,15.0,percent,36,3
2025-09-13,s0010,beauty,뷰티,올리브영,브랜드,15.0,percent,55,4
2025-09-14,s0010,beauty,뷰티,올리브영,브랜드,15.0,percent,60,4
2025-09-15,s0010,beauty,뷰티,올리브영,브랜드,15.0,percent,51,4
2025-09-16,s0010,beauty,뷰티,올리브영,브랜드,15.0,percent,34,2
2025-09-17,s0010,beauty,뷰티,올리브영,브랜드,15.0,percent,27,2
2025-09-18,s0010,beauty,뷰티,올리브영,브랜드,15.0,percent,38,2
2025-09-19,s0010,beauty,뷰티,올리브영,브랜드,15.0,percent,43,3
2025-09-20,s0010,beauty,뷰티,올리브영,브랜드,15.0,percent,39,3
2025-09-06,s0013,delivery,딜리버리,배달특급,브랜드,35.0,percent,137,8
2025-09-07,s0013,delivery,딜리버리,배달특급,브랜드,35.0,percent,108,7
2025-09-08,s0013,delivery,딜리버리,배달특급,브랜드,35.0,percent,52,3
2025-09-09,s0013,delivery,딜리버리,배달특급,브랜드,35.0,percent,37,2
2025-09-10,s0013,delivery,딜리버리,배달특급,브랜드,35.0,percent,53,3
2025-09-11,s0013,delivery,딜리버리,배달특급,브랜드,35.0,percent,29,1
2025-09-12,s0013,delivery,딜리버리,배달특급,브랜드,35.0,percent,30,1
2025-09-13,s0013,delivery,딜리버리,배달특급,브랜드,35.0,percent,56,3
2025-09-14,s0013,delivery,딜리버리,배달특급,브랜드,35.0,percent,55,3
2025-09-15,s0013,delivery,딜리버리,배달특급,브랜드,35.0,percent,34,2
2025-09-16,s0013,delivery,딜리버리,배달특급,브랜드,35.0,percent,32,2
2025-09-17,s0013,delivery,딜리버리,배달특급,브랜드,35.0,percent,14,1
2025-09-18,s0013,delivery,딜리버리,배달특급,브랜드,35.0,percent,37,1
2025-09-19,s0013,delivery,딜리버리,배달특급,브랜드,35.0,percent,59,3
2025-09-20,s0013,delivery,딜리버리,배달특급,브랜드,35.0,percent,55,3
2025-09-21,s0013,delivery,딜리버리,배달특급,브랜드,35.0,percent,50,2
2025-09-22,s0013,delivery,딜리버리,배달특급,브랜드,35.0,percent,29,2
2025-09-06,s0012,food,푸드,이디야커피,브랜드,45.0,percent,165,11
2025-09-07,s0012,food,푸드,이디야커피,브랜드,45.0,percent,113,7
2025-09-08,s0012,food,푸드,이디야커피,브랜드,45.0,percent,86,8
2025-09-09,s0012,food,푸드,이디야커피,브랜드,45.0,percent,44,3
2025-09-10,s0012,food,푸드,이디야커피,브랜드,45.0,percent,101,8
2025-09-11,s0012,food,푸드,이디야커피,브랜드,45.0,percent,44,4
2025-09-12,s0012,food,푸드,이디야커피,브랜드,45.0,percent,88,6
2025-09-13,s0012,food,푸드,이디야커피,브랜드,45.0,percent,114,10
2025-09-14,s0012,food,푸드,이디야커피,브랜드,45.0,percent,85,5
2025-09-15,s0012,food,푸드,이디야커피,브랜드,45.0,percent,99,8
2025-09-16,s0012,food,푸드,이디야커피,브랜드,45.0,percent,20,2
2025-09-17,s0012,food,푸드,이디야커피,브랜드,45.0,percent,35,2
2025-09-18,s0012,food,푸드,이디야커피,브랜드,45.0,percent,67,6
2025-09-19,s0012,food,푸드,이디야커피,브랜드,45.0,percent,33,2
2025-09-20,s0012,food,푸드,이디야커피,브랜드,45.0,percent,44,3
2025-09-21,s0012,food,푸드,이디야커피,브랜드,45.0,percent,64,6
2025-09-06,s0011,fashion,패션,ZARA,브랜드,50.0,percent,81,6
2025-09-07,s0011,fashion,패션,ZARA,브랜드,50.0,percent,107,5
2025-09-08,s0011,fashion,패션,ZARA,브랜드,50.0,percent,78,3
2025-09-09,s0011,fashion,패션,ZARA,브랜드,50.0,percent,58,2
2025-09-10,s0011,fashion,패션,ZARA,브랜드,50.0,percent,58,2
2025-09-11,s0011,fashion,패션,ZARA,브랜드,50.0,percent,40,2
2025-09-12,s0011,fashion,패션,ZARA,브랜드,50.0,percent,62,3
2025-09-13,s0011,fashion,패션,ZARA,브랜드,50.0,percent,55,3
2025-09-14,s0011,fashion,패션,ZARA,브랜드,50.0,percent,51,2
2025-09-15,s0011,fashion,패션,ZARA,브랜드,50.0,percent,52,3
2025-09-16,s0011,fashion,패션,ZARA,브랜드,50.0,percent,22,1
2025-09-08,s0014,popup,팝업,동네빵집 밀도,소상공인,15.0,percent,27,1
2025-09-09,s0014,popup,팝업,동네빵집 밀도,소상공인,15.0,percent,64,6
2025-09-10,s0014,popup,팝업,동네빵집 밀도,소상공인,15.0,percent,49,4
2025-09-11,s0014,popup,팝업,동네빵집 밀도,소상공인,15.0,percent,68,3
2025-09-12,s0014,popup,팝업,동네빵집 밀도,소상공인,15.0,percent,35,2
2025-09-13,s0014,popup,팝업,동네빵집 밀도,소상공인,15.0,percent,48,4
2025-09-14,s0014,popup,팝업,동네빵집 밀도,소상공인,15.0,percent,44,4
2025-09-15,s0014,popup,팝업,동네빵집 밀도,소상공인,15.0,percent,24,2
2025-09-16,s0014,popup,팝업,동네빵집 밀도,소상공인,15.0,percent,19,1
2025-09-17,s0014,popup,팝업,동네빵집 밀도,소상공인,15.0,percent,35,3
2025-09-18,s0014,popup,팝업,동네빵집 밀도,소상공인,15.0,percent,17,1
2025-09-19,s0014,popup,팝업,동네빵집 밀도,소상공인,15.0,percent,22,1
2025-09-20,s0014,popup,팝업,동네빵집 밀도,소상공인,15.0,percent,35,3
2025-09-21,s0014,popup,팝업,동네빵집 밀도,소상공인,15.0,percent,46,2
2025-09-22,s0014,popup,팝업,동네빵집 밀도,소상공인,15.0,percent,19,2
2025-09-23,s0014,popup,팝업,동네빵집 밀도,소상공인,15.0,percent,17,1
2025-09-11,s0015,beauty,뷰티,올리브영,브랜드,40.0,percent,84,6
2025-09-12,s0015,beauty,뷰티,올리브영,브랜드,40.0,percent,106,9
2025-09-13,s0015,beauty,뷰티,올리브영,브랜드,40.0,percent,85,6
2025-09-14,s0015,beauty,뷰티,올리브영,브랜드,40.0,percent,114,8
2025-09-15,s0015,beauty,뷰티,올리브영,브랜드,40.0,percent,75,4
2025-09-16,s0015,beauty,뷰티,올리브영,브랜드,40.0,percent,42,3
2025-09-17,s0015,beauty,뷰티,올리브영,브랜드,40.0,percent,85,4
2025-09-18,s0015,beauty,뷰티,올리브영,브랜드,40.0,percent,44,2
2025-09-19,s0015,beauty,뷰티,올리브영,브랜드,40.0,percent,72,4
2025-09-20,s0015,beauty,뷰티,올리브영,브랜드,40.0,percent,62,4
2025-09-21,s0015,beauty,뷰티,올리브영,브랜드,40.0,percent,55,3
2025-09-22,s0015,beauty,뷰티,올리브영,브랜드,40.0,percent,20,1
2025-09-23,s0015,beauty,뷰티,올리브영,브랜드,40.0,percent,22,1
2025-09-24,s0015,beauty,뷰티,올리브영,브랜드,40.0,percent,30,2
2025-09-25,s0015,beauty,뷰티,올리브영,브랜드,40.0,percent,51,3
2025-09-26,s0015,beauty,뷰티,올리브영,브랜드,40.0,percent,47,3
2025-09-27,s0015,beauty,뷰티,올리브영,브랜드,40.0,percent,44,3
2025-09-12,s0016,food,푸드,세븐일레븐,브랜드,30.0,percent,138,12
2025-09-13,s0016,food,푸드,세븐일레븐,브랜드,30.0,percent,163,12
2025-09-14,s0016,food,푸드,세븐일레븐,브랜드,30.0,percent,91,6
2025-09-15,s0016,food,푸드,세븐일레븐,브랜드,30.0,percent,63,5
2025-09-16,s0016,food,푸드,세븐일레븐,브랜드,30.0,percent,51,5
2025-09-17,s0016,food,푸드,세븐일레븐,브랜드,30.0,percent,47,4
2025-09-18,s0016,food,푸드,세븐일레븐,브랜드,30.0,percent,36,2
2025-09-19,s0016,food,푸드,세븐일레븐,브랜드,30.0,percent,40,3
2025-09-20,s0016,food,푸드,세븐일레븐,브랜드,30.0,percent,74,4
2025-09-21,s0016,food,푸드,세븐일레븐,브랜드,30.0,percent,77,4
2025-09-22,s0016,food,푸드,세븐일레븐,브랜드,30.0,percent,33,2
2025-09-23,s0016,food,푸드,세븐일레븐,브랜드,30.0,percent,30,2
2025-09-24,s0016,food,푸드,세븐일레븐,브랜드,30.0,percent,18,1
2025-09-25,s0016,food,푸드,세븐일레븐,브랜드,30.0,percent,18,2
2025-09-26,s0016,food,푸드,세븐일레븐,브랜드,30.0,percent,70,4
2025-09-27,s0016,food,푸드,세븐일레븐,브랜드,30.0,percent,39,2
2025-09-14,s0017,stay,스테이,Airbnb,브랜드,50.0,percent,30,2
2025-09-15,s0017,stay,스테이,Airbnb,브랜드,50.0,percent,121,6
2025-09-16,s0017,stay,스테이,Airbnb,브랜드,50.0,percent,35,2
2025-09-17,s0017,stay,스테이,Airbnb,브랜드,50.0,percent,23,1
2025-09-18,s0017,stay,스테이,Airbnb,브랜드,50.0,percent,40,1
2025-09-19,s0017,stay,스테이,Airbnb,브랜드,50.0,percent,56,2
2025-09-20,s0017,stay,스테이,Airbnb,브랜드,50.0,percent,58,2
2025-09-21,s0017,stay,스테이,Airbnb,브랜드,50.0,percent,55,3
2025-09-22,s0017,stay,스테이,Airbnb,브랜드,50.0,percent,20,1
2025-09-23,s0017,stay,스테이,Airbnb,브랜드,50.0,percent,40,1
2025-09-24,s0017,stay,스테이,Airbnb,브랜드,50.0,percent,41,2
2025-09-25,s0017,stay,스테이,Airbnb,브랜드,50.0,percent,43,2
2025-09-26,s0017,stay,스테이,Airbnb,브랜드,50.0,percent,34,1
2025-09-27,s0017,stay,스테이,Airbnb,브랜드,50.0,percent,31,1
2025-09-28,s0017,stay,스테이,Airbnb,브랜드,50.0,percent,28,1
2025-09-29,s0017,stay,스테이,Airbnb,브랜드,50.0,percent,13,0
2025-09-30,s0017,stay,스테이,Airbnb,브랜드,50.0,percent,18,1
2025-10-01,s0017,stay,스테이,Airbnb,브랜드,50.0,percent,10,0
2025-10-02,s0017,stay,스테이,Airbnb,브랜드,50.0,percent,13,1
2025-10-03,s0017,stay,스테이,Airbnb,브랜드,50.0,percent,31,1
2025-10-04,s0017,stay,스테이,Airbnb,브랜드,50.0,percent,31,1
2025-09-19,s0018,tech,테크,Xiaomi,브랜드,15.0,percent,62,3
2025-09-20,s0018,tech,테크,Xiaomi,브랜드,15.0,percent,75,3
2025-09-21,s0018,tech,테크,Xiaomi,브랜드,15.0,percent,54,2
2025-09-22,s0018,tech,테크,Xiaomi,브랜드,15.0,percent,34,2
2025-09-23,s0018,tech,테크,Xiaomi,브랜드,15.0,percent,25,1
2025-09-24,s0018,tech,테크,Xiaomi,브랜드,15.0,percent,19,1
2025-09-25,s0018,tech,테크,Xiaomi,브랜드,15.0,percent,16,1
2025-09-26,s0018,tech,테크,Xiaomi,브랜드,15.0,percent,23,1
2025-09-27,s0018,tech,테크,Xiaomi,브랜드,15.0,percent,30,2
2025-09-28,s0018,tech,테크,Xiaomi,브랜드,15.0,percent,28,1
2025-09-29,s0018,tech,테크,Xiaomi,브랜드,15.0,percent,26,1
2025-09-22,s0019,stay,스테이,Agoda,소상공인,40.0,percent,44,2
2025-09-23,s0019,stay,스테이,Agoda,소상공인,40.0,percent,46,2
2025-09-24,s0019,stay,스테이,Agoda,소상공인,40.0,percent,21,1
2025-09-25,s0019,stay,스테이,Agoda,소상공인,40.0,percent,36,2
2025-09-26,s0019,stay,스테이,Agoda,소상공인,40.0,percent,39,2
2025-09-27,s0019,stay,스테이,Agoda,소상공인,40.0,percent,62,2
2025-09-28,s0019,stay,스테이,Agoda,소상공인,40.0,percent,30,1
2025-09-29,s0019,stay,스테이,Agoda,소상공인,40.0,percent,10,1
2025-09-30,s0019,stay,스테이,Agoda,소상공인,40.0,percent,18,1
2025-10-01,s0019,stay,스테이,Agoda,소상공인,40.0,percent,26,1
2025-10-02,s0019,stay,스테이,Agoda,소상공인,40.0,percent,14,1
2025-09-22,s0020,delivery,딜리버리,배달특급,브랜드,35.0,percent,76,5
2025-09-23,s0020,delivery,딜리버리,배달특급,브랜드,35.0,percent,37,2
2025-09-24,s0020,delivery,딜리버리,배달특급,브랜드,35.0,percent,100,6
2025-09-25,s0020,delivery,딜리버리,배달특급,브랜드,35.0,percent,43,2
2025-09-26,s0020,delivery,딜리버리,배달특급,브랜드,35.0,percent,34,2
2025-09-27,s0020,delivery,딜리버리,배달특급,브랜드,35.0,percent,48,3
2025-09-28,s0020,delivery,딜리버리,배달특급,브랜드,35.0,percent,54,3
2025-09-29,s0020,delivery,딜리버리,배달특급,브랜드,35.0,percent,40,2
2025-09-30,s0020,delivery,딜리버리,배달특급,브랜드,35.0,percent,47,2
2025-10-01,s0020,delivery,딜리버리,배달특급,브랜드,35.0,percent,25,2
2025-10-02,s0020,delivery,딜리버리,배달특급,브랜드,35.0,percent,41,1
2025-10-03,s0020,delivery,딜리버리,배달특급,브랜드,35.0,percent,20,1
2025-10-04,s0020,delivery,딜리버리,배달특급,브랜드,35.0,percent,29,2
2025-10-05,s0020,delivery,딜리버리,배달특급,브랜드,35.0,percent,23,1
2025-10-06,s0020,delivery,딜리버리,배달특급,브랜드,35.0,percent,21,1
2025-10-07,s0020,delivery,딜리버리,배달특급,브랜드,35.0,percent,33,1
2025-09-23,s0021,delivery,딜리버리,땡겨요,브랜드,,amount,51,3
2025-09-24,s0021,delivery,딜리버리,땡겨요,브랜드,,amount,49,2
2025-09-25,s0021,delivery,딜리버리,땡겨요,브랜드,,amount,58,3
2025-09-26,s0021,delivery,딜리버리,땡겨요,브랜드,,amount,67,3
2025-09-27,s0021,delivery,딜리버리,땡겨요,브랜드,,amount,52,3
2025-09-28,s0021,delivery,딜리버리,땡겨요,브랜드,,amount,36,2
2025-09-29,s0021,delivery,딜리버리,땡겨요,브랜드,,amount,60,4
2025-09-30,s0021,delivery,딜리버리,땡겨요,브랜드,,amount,26,1
2025-10-01,s0021,delivery,딜리버리,땡겨요,브랜드,,amount,27,1
2025-10-02,s0021,delivery,딜리버리,땡겨요,브랜드,,amount,29,1
2025-10-03,s0021,delivery,딜리버리,땡겨요,브랜드,,amount,44,2
2025-10-04,s0021,delivery,딜리버리,땡겨요,브랜드,,amount,24,1
2025-10-05,s0021,delivery,딜리버리,땡겨요,브랜드,,amount,76,3
2025-10-06,s0021,delivery,딜리버리,땡겨요,브랜드,,amount,23,1
2025-10-07,s0021,delivery,딜리버리,땡겨요,브랜드,,amount,30,2
2025-10-08,s0021,delivery,딜리버리,땡겨요,브랜드,,amount,16,1
2025-10-09,s0021,delivery,딜리버리,땡겨요,브랜드,,amount,29,2
2025-10-10,s0021,delivery,딜리버리,땡겨요,브랜드,,amount,62,2
2025-10-11,s0021,delivery,딜리버리,땡겨요,브랜드,,amount,68,3
2025-10-12,s0021,delivery,딜리버리,땡겨요,브랜드,,amount,43,2
2025-10-13,s0021,delivery,딜리버리,땡겨요,브랜드,,amount,18,1
2025-10-14,s0021,delivery,딜리버리,땡겨요,브랜드,,amount,36,2
2025-10-15,s0021,delivery,딜리버리,땡겨요,브랜드,,amount,14,1
2025-10-16,s0021,delivery,딜리버리,땡겨요,브랜드,,amount,19,1
2025-10-17,s0021,delivery,딜리버리,땡겨요,브랜드,,amount,31,1
2025-10-18,s0021,delivery,딜리버리,땡겨요,브랜드,,amount,21,1
2025-09-27,s0022,popup,팝업,탬버린즈,브랜드,15.0,percent,89,7
2025-09-28,s0022,popup,팝업,탬버린즈,브랜드,15.0,percent,112,9
2025-09-29,s0022,popup,팝업,탬버린즈,브랜드,15.0,percent,42,2
2025-09-30,s0022,popup,팝업,탬버린즈,브랜드,15.0,percent,60,3
2025-10-01,s0022,popup,팝업,탬버린즈,브랜드,15.0,percent,98,7
2025-10-02,s0022,popup,팝업,탬버린즈,브랜드,15.0,percent,47,4
