review_id,event_id,brand,category,category_ko,merchant_type,review_date,rating,review_text,rating_sentiment,text_sentiment
r0048,e022,Baskin Robbins,food,푸드,브랜드,2026-05-31,3,설명이랑 실제가 달라서 불편했습니다.,neutral,negative
r0049,e022,Baskin Robbins,food,푸드,브랜드,2026-05-25,5,설명이랑 실제가 달라서 불편했습니다.,positive,negative
r0050,e023,Paris Baguette,food,푸드,소상공인,2026-05-29,3,할인은 괜찮은데 대기줄이 좀 길었습니다.,neutral,negative
r0051,e023,Paris Baguette,food,푸드,소상공인,2026-06-07,4,음식 상태도 좋고 직원분도 친절해서 기분 좋게 다녀왔습니다.,positive,positive
r0052,e024,Tous les Jours,food,푸드,브랜드,2026-05-26,5,성수동에서 이런 이벤트 찾기 힘든데 완전 만족했어요.,positive,positive
r0053,e024,Tous les Jours,food,푸드,브랜드,2026-05-27,4,성수동에서 이런 이벤트 찾기 힘든데 완전 만족했어요.,positive,positive
r0054,e024,Tous les Jours,food,푸드,브랜드,2026-06-20,5,"Tous les Jours 음식 진짜 만족스러웠어요, 1+1 받고 완전 이득!",positive,positive
r0055,e024,Tous les Jours,food,푸드,브랜드,2026-06-04,5,이 정도 할인이면 무조건 가야죠. 강력 추천합니다!,positive,positive
r0056,e024,Tous les Jours,food,푸드,브랜드,2026-06-21,5,이 정도 할인이면 무조건 가야죠. 강력 추천합니다!,positive,positive
r0057,e025,Ediya Coffee,food,푸드,브랜드,2026-06-06,4,"Ediya Coffee 음식 진짜 만족스러웠어요, 50% OFF 받고 완전 이득!",positive,positive
r0058,e026,A Twosome Place,food,푸드,브랜드,2026-05-06,3,그냥 무난했어요. 재방문은 고민 중입니다.,neutral,neutral
r0059,e026,A Twosome Place,food,푸드,브랜드,2026-05-19,4,가격 대비 퀄리티 최고예요. A Twosome Place 다음에도 또 이용할래요.,positive,positive
r0060,e026,A Twosome Place,food,푸드,브랜드,2026-05-12,4,성수동에서 이런 이벤트 찾기 힘든데 완전 만족했어요.,positive,positive
r0061,e027,BBQ Chicken,food,푸드,브랜드,2026-06-14,4,성수동에서 이런 이벤트 찾기 힘든데 완전 만족했어요.,positive,positive
r0062,e027,BBQ Chicken,food,푸드,브랜드,2026-05-31,4,성수동에서 이런 이벤트 찾기 힘든데 완전 만족했어요.,positive,positive
r0063,e027,BBQ Chicken,food,푸드,브랜드,2026-06-19,4,"BBQ Chicken 음식 진짜 만족스러웠어요, 1+1 받고 완전 이득!",positive,positive
r0064,e027,BBQ Chicken,food,푸드,브랜드,2026-06-02,4,"BBQ Chicken 음식 진짜 만족스러웠어요, 1+1 받고 완전 이득!",positive,positive
r0065,e028,Mega Coffee,food,푸드,브랜드,2026-05-26,5,기대했던 것보다 별로였어요. 음식 아쉬웠습니다.,positive,negative
r0066,e028,Mega Coffee,food,푸드,브랜드,2026-06-01,5,이 정도 할인이면 무조건 가야죠. 강력 추천합니다!,positive,positive
r0067,e028,Mega Coffee,food,푸드,브랜드,2026-05-28,4,설명이랑 실제가 달라서 불편했습니다.,positive,negative
r0068,e028,Mega Coffee,food,푸드,브랜드,2026-05-22,4,가격 대비 퀄리티 최고예요. Mega Coffee 다음에도 또 이용할래요.,positive,positive
r0069,e029,Compose Coffee,food,푸드,브랜드,2026-05-24,4,가격 대비 퀄리티 최고예요. Compose Coffee 다음에도 또 이용할래요.,positive,positive
r0070,e032,Apple,tech,테크,브랜드,2026-05-29,5,성수동에서 이런 이벤트 찾기 힘든데 완전 만족했어요.,positive,positive
r0071,e033,LG Electronics,tech,테크,브랜드,2026-06-11,4,"LG Electronics 제품 진짜 만족스러웠어요, 50% OFF 받고 완전 이득!",positive,positive
r0072,e033,LG Electronics,tech,테크,브랜드,2026-06-08,4,제품 상태도 좋고 직원분도 친절해서 기분 좋게 다녀왔습니다.,positive,positive
r0073,e033,LG Electronics,tech,테크,브랜드,2026-06-14,5,"LG Electronics 제품 진짜 만족스러웠어요, 50% OFF 받고 완전 이득!",positive,positive
r0074,e033,LG Electronics,tech,테크,브랜드,2026-06-13,4,"LG Electronics 제품 진짜 만족스러웠어요, 50% OFF 받고 완전 이득!",positive,positive
r0075,e034,Xiaomi,tech,테크,브랜드,2026-06-05,4,제품 상태도 좋고 직원분도 친절해서 기분 좋게 다녀왔습니다.,positive,positive
r0076,e034,Xiaomi,tech,테크,브랜드,2026-06-15,5,"재고가 이미 없어서 할인 혜택을 못 받았어요, 실망.",positive,negative
r0077,e034,Xiaomi,tech,테크,브랜드,2026-05-25,4,"재고가 이미 없어서 할인 혜택을 못 받았어요, 실망.",positive,negative
r0078,e036,Dyson,tech,테크,브랜드,2026-06-03,3,성수동에서 이런 이벤트 찾기 힘든데 완전 만족했어요.,neutral,positive
r0079,e037,Bose,tech,테크,소상공인,2026-06-16,3,할인은 괜찮은데 대기줄이 좀 길었습니다.,neutral,negative
r0080,e037,Bose,tech,테크,소상공인,2026-06-13,4,이 정도 할인이면 무조건 가야죠. 강력 추천합니다!,positive,positive
r0081,e037,Bose,tech,테크,소상공인,2026-06-14,4,가격 대비 퀄리티 최고예요. Bose 다음에도 또 이용할래요.,positive,positive
r0082,e039,Logitech,tech,테크,브랜드,2026-05-09,5,성수동에서 이런 이벤트 찾기 힘든데 완전 만족했어요.,positive,positive
r0083,e039,Logitech,tech,테크,브랜드,2026-05-05,4,성수동에서 이런 이벤트 찾기 힘든데 완전 만족했어요.,positive,positive
r0084,e039,Logitech,tech,테크,브랜드,2026-05-16,4,성수동에서 이런 이벤트 찾기 힘든데 완전 만족했어요.,positive,positive
r0085,e040,Anker,tech,테크,브랜드,2026-05-07,4,"Anker 제품 진짜 만족스러웠어요, 40% OFF 받고 완전 이득!",positive,positive
r0086,e040,Anker,tech,테크,브랜드,2026-05-17,4,제품 상태도 좋고 직원분도 친절해서 기분 좋게 다녀왔습니다.,positive,positive
r0087,e040,Anker,tech,테크,브랜드,2026-05-15,4,가격 대비 퀄리티 최고예요. Anker 다음에도 또 이용할래요.,positive,positive
r0088,e041,배달의민족,delivery,딜리버리,브랜드,2026-05-20,4,"재고가 이미 없어서 할인 혜택을 못 받았어요, 실망.",positive,negative
r0089,e041,배달의민족,delivery,딜리버리,브랜드,2026-05-18,4,그냥 무난했어요. 재방문은 고민 중입니다.,positive,neutral
r0090,e041,배달의민족,delivery,딜리버리,브랜드,2026-05-14,4,이 정도 할인이면 무조건 가야죠. 강력 추천합니다!,positive,positive
r0091,e042,요기요,delivery,딜리버리,브랜드,2026-05-14,4,가격 대비 퀄리티 최고예요. 요기요 다음에도 또 이용할래요.,positive,positive
r0092,e043,쿠팡이츠,delivery,딜리버리,브랜드,2026-05-24,4,"쿠팡이츠 배달 진짜 만족스러웠어요, 50% OFF 받고 완전 이득!",positive,positive
r0093,e043,쿠팡이츠,delivery,딜리버리,브랜드,2026-05-20,4,배달 상태도 좋고 직원분도 친절해서 기분 좋게 다녀왔습니다.,positive,positive
r0094,e043,쿠팡이츠,delivery,딜리버리,브랜드,2026-06-03,5,가격 대비 퀄리티 최고예요. 쿠팡이츠 다음에도 또 이용할래요.,positive,positive
r0095,e044,Domino's Pizza,delivery,딜리버리,소상공인,2026-06-21,4,성수동에서 이런 이벤트 찾기 힘든데 완전 만족했어요.,positive,positive
r0096,e046,Mister Pizza,delivery,딜리버리,브랜드,2026-06-10,4,가격 대비 퀄리티 최고예요. Mister Pizza 다음에도 또 이용할래요.,positive,positive
r0097,e047,bhc치킨,delivery,딜리버리,브랜드,2026-06-18,5,이 정도 할인이면 무조건 가야죠. 강력 추천합니다!,positive,positive
r0098,e047,bhc치킨,delivery,딜리버리,브랜드,2026-05-27,4,이 정도 할인이면 무조건 가야죠. 강력 추천합니다!,positive,positive
r0099,e047,bhc치킨,delivery,딜리버리,브랜드,2026-06-14,4,배달 상태도 좋고 직원분도 친절해서 기분 좋게 다녀왔습니다.,positive,positive
r0100,e048,교촌치킨,delivery,딜리버리,브랜드,2026-06-12,4,성수동에서 이런 이벤트 찾기 힘든데 완전 만족했어요.,positive,positive
r0101,e048,교촌치킨,delivery,딜리버리,브랜드,2026-06-16,4,배달 상태도 좋고 직원분도 친절해서 기분 좋게 다녀왔습니다.,positive,positive
r0102,e050,굽네치킨,delivery,딜리버리,브랜드,2026-05-17,3,배달 나쁘지 않은데 특별히 인상적이지도 않았어요.,neutral,neutral
r0103,e050,굽네치킨,delivery,딜리버리,브랜드,2026-05-06,3,할인은 괜찮은데 대기줄이 좀 길었습니다.,neutral,negative
r0104,e051,야놀자,stay,스테이,소상공인,2026-05-07,5,숙소 상태도 좋고 직원분도 친절해서 기분 좋게 다녀왔습니다.,positive,positive
r0105,e052,Agoda,stay,스테이,브랜드,2026-05-25,4,이 정도 할인이면 무조건 가야죠. 강력 추천합니다!,positive,positive
r0106,e052,Agoda,stay,스테이,브랜드,2026-05-26,5,성수동에서 이런 이벤트 찾기 힘든데 완전 만족했어요.,positive,positive
r0107,e053,Booking.com,stay,스테이,브랜드,2026-06-02,4,"Booking.com 숙소 진짜 만족스러웠어요, 35% OFF 받고 완전 이득!",positive,positive
r0108,e053,Booking.com,stay,스테이,브랜드,2026-06-09,4,성수동에서 이런 이벤트 찾기 힘든데 완전 만족했어요.,positive,positive
r0109,e056,여기어때,stay,스테이,브랜드,2026-06-01,5,가격 대비 퀄리티 최고예요. 여기어때 다음에도 또 이용할래요.,positive,positive
r0110,e056,여기어때,stay,스테이,브랜드,2026-06-01,5,"여기어때 숙소 진짜 만족스러웠어요, 최대 70% OFF 받고 완전 이득!",positive,positive
r0111,e056,여기어때,stay,스테이,브랜드,2026-06-02,5,가격 대비 퀄리티 최고예요. 여기어때 다음에도 또 이용할래요.,positive,positive
r0112,e056,여기어때,stay,스테이,브랜드,2026-06-07,4,이 정도 할인이면 무조건 가야죠. 강력 추천합니다!,positive,positive
r0113,e057,Marriott,stay,스테이,브랜드,2026-05-31,5,이 정도 할인이면 무조건 가야죠. 강력 추천합니다!,positive,positive
r0114,e058,Hilton,stay,스테이,소상공인,2026-06-17,4,성수동에서 이런 이벤트 찾기 힘든데 완전 만족했어요.,positive,positive
r0115,e058,Hilton,stay,스테이,소상공인,2026-06-17,4,가격 대비 퀄리티 최고예요. Hilton 다음에도 또 이용할래요.,positive,positive
r0116,e060,Trip.com,stay,스테이,브랜드,2026-05-18,4,가격 대비 퀄리티 최고예요. Trip.com 다음에도 또 이용할래요.,positive,positive
r0117,e061,IKEA,living,리빙,브랜드,2026-05-11,4,성수동에서 이런 이벤트 찾기 힘든데 완전 만족했어요.,positive,positive
r0118,e061,IKEA,living,리빙,브랜드,2026-05-08,4,"IKEA 제품 진짜 만족스러웠어요, 40% OFF 받고 완전 이득!",positive,positive
r0119,e062,무인양품,living,리빙,브랜드,2026-05-19,4,제품 상태도 좋고 직원분도 친절해서 기분 좋게 다녀왔습니다.,positive,positive
r0120,e062,무인양품,living,리빙,브랜드,2026-05-13,4,할인은 괜찮은데 대기줄이 좀 길었습니다.,positive,negative
r0121,e063,현대리바트,living,리빙,브랜드,2026-05-29,4,"현대리바트 제품 진짜 만족스러웠어요, 1+1 받고 완전 이득!",positive,positive
r0122,e064,에이스침대,living,리빙,브랜드,2026-05-25,4,가격 대비 퀄리티 최고예요. 에이스침대 다음에도 또 이용할래요.,positive,positive
r0123,e064,에이스침대,living,리빙,브랜드,2026-05-27,4,제품 상태도 좋고 직원분도 친절해서 기분 좋게 다녀왔습니다.,positive,positive
r0124,e064,에이스침대,living,리빙,브랜드,2026-06-14,5,이 정도 할인이면 무조건 가야죠. 강력 추천합니다!,positive,positive
r0125,e065,Zara Home,living,리빙,소상공인,2026-06-03,4,"Zara Home 제품 진짜 만족스러웠어요, 35% OFF 받고 완전 이득!",positive,positive
r0126,e066,Nitori,living,리빙,브랜드,2026-06-02,5,할인은 괜찮은데 대기줄이 좀 길었습니다.,positive,negative
r0127,e066,Nitori,living,리빙,브랜드,2026-06-02,4,성수동에서 이런 이벤트 찾기 힘든데 완전 만족했어요.,positive,positive
r0128,e067,한샘,living,리빙,브랜드,2026-06-03,5,제품 나쁘지 않은데 특별히 인상적이지도 않았어요.,positive,neutral
r0129,e067,한샘,living,리빙,브랜드,2026-06-03,4,가격 대비 퀄리티 최고예요. 한샘 다음에도 또 이용할래요.,positive,positive
r0130,e067,한샘,living,리빙,브랜드,2026-06-10,5,성수동에서 이런 이벤트 찾기 힘든데 완전 만족했어요.,positive,positive
r0131,e067,한샘,living,리빙,브랜드,2026-06-08,4,제품 상태도 좋고 직원분도 친절해서 기분 좋게 다녀왔습니다.,positive,positive
r0132,e067,한샘,living,리빙,브랜드,2026-05-25,5,제품 상태도 좋고 직원분도 친절해서 기분 좋게 다녀왔습니다.,positive,positive
r0133,e067,한샘,living,리빙,브랜드,2026-06-11,5,제품 상태도 좋고 직원분도 친절해서 기분 좋게 다녀왔습니다.,positive,positive
r0134,e067,한샘,living,리빙,브랜드,2026-06-15,4,이 정도 할인이면 무조건 가야죠. 강력 추천합니다!,positive,positive
r0135,e067,한샘,living,리빙,브랜드,2026-06-12,5,이 정도 할인이면 무조건 가야죠. 강력 추천합니다!,positive,positive
r0136,e068,Tempur,living,리빙,브랜드,2026-06-02,4,가격 대비 퀄리티 최고예요. Tempur 다음에도 또 이용할래요.,positive,positive
r0137,e068,Tempur,living,리빙,브랜드,2026-06-01,4,가격 대비 퀄리티 최고예요. Tempur 다음에도 또 이용할래요.,positive,positive
r0138,e069,Casper,living,리빙,브랜드,2026-05-15,5,제품 상태도 좋고 직원분도 친절해서 기분 좋게 다녀왔습니다.,positive,positive
r0139,e071,무신사 스탠다드,popup,팝업,브랜드,2026-07-17,5,공간 상태도 좋고 직원분도 친절해서 기분 좋게 다녀왔습니다.,positive,positive
r0140,e071,무신사 스탠다드,popup,팝업,브랜드,2026-07-18,3,공간 나쁘지 않은데 특별히 인상적이지도 않았어요.,neutral,neutral
r0141,e071,무신사 스탠다드,popup,팝업,브랜드,2026-07-23,5,공간 나쁘지 않은데 특별히 인상적이지도 않았어요.,positive,neutral
r0142,e071,무신사 스탠다드,popup,팝업,브랜드,2026-07-25,4,"무신사 스탠다드 공간 진짜 만족스러웠어요, 방문 인증 시 사은품 받고 완전 이득!",positive,positive
r0143,e072,다이슨,popup,팝업,브랜드,2026-08-03,5,공간 상태도 좋고 직원분도 친절해서 기분 좋게 다녀왔습니다.,positive,positive
r0144,e072,다이슨,popup,팝업,브랜드,2026-07-17,3,할인은 괜찮은데 대기줄이 좀 길었습니다.,neutral,negative
r0145,e072,다이슨,popup,팝업,브랜드,2026-07-25,4,공간 상태도 좋고 직원분도 친절해서 기분 좋게 다녀왔습니다.,positive,positive
r0146,e073,동네빵집 밀도,popup,팝업,소상공인,2026-07-06,4,이 정도 할인이면 무조건 가야죠. 강력 추천합니다!,positive,positive
r0147,e075,카페 소슬,popup,팝업,소상공인,2026-07-14,4,기대했던 것보다 별로였어요. 공간 아쉬웠습니다.,positive,negative
r0148,e075,카페 소슬,popup,팝업,소상공인,2026-07-26,2,직원 응대가 다소 불친절했어요.,negative,neutral
r0149,e076,폴로 랄프로렌,fashion,패션,브랜드,2026-07-11,5,"폴로 랄프로렌 옷 진짜 만족스러웠어요, 45% OFF 받고 완전 이득!",positive,positive
r0150,e076,폴로 랄프로렌,fashion,패션,브랜드,2026-07-13,3,폴로 랄프로렌 처음 이용해봤는데 보통이었어요.,neutral,neutral
r0151,e077,챔피온,fashion,패션,브랜드,2026-07-27,4,옷 상태도 좋고 직원분도 친절해서 기분 좋게 다녀왔습니다.,positive,positive
r0152,e078,스파오,fashion,패션,브랜드,2026-08-02,5,그냥 무난했어요. 재방문은 고민 중입니다.,positive,neutral
r0153,e078,스파오,fashion,패션,브랜드,2026-08-09,4,옷 상태도 좋고 직원분도 친절해서 기분 좋게 다녀왔습니다.,positive,positive
r0154,e078,스파오,fashion,패션,브랜드,2026-08-09,4,이 정도 할인이면 무조건 가야죠. 강력 추천합니다!,positive,positive
r0155,e078,스파오,fashion,패션,브랜드,2026-08-04,5,"스파오 옷 진짜 만족스러웠어요, 30% OFF 받고 완전 이득!",positive,positive
r0156,e079,탑텐,fashion,패션,소상공인,2026-08-10,5,"탑텐 옷 진짜 만족스러웠어요, 45% OFF 받고 완전 이득!",positive,positive
r0157,e079,탑텐,fashion,패션,소상공인,2026-08-10,4,"탑텐 옷 진짜 만족스러웠어요, 45% OFF 받고 완전 이득!",positive,positive
r0158,e080,에잇세컨즈,fashion,패션,브랜드,2026-07-15,4,이 정도 할인이면 무조건 가야죠. 강력 추천합니다!,positive,positive
r0159,e081,커버낫,fashion,패션,브랜드,2026-08-03,3,옷 나쁘지 않은데 특별히 인상적이지도 않았어요.,neutral,neutral
r0160,e081,커버낫,fashion,패션,브랜드,2026-07-31,5,"커버낫 옷 진짜 만족스러웠어요, 방문 인증 시 사은품 받고 완전 이득!",positive,positive
r0161,e082,디스커버리 익스페디션,fashion,패션,브랜드,2026-08-15,2,직원 응대가 다소 불친절했어요.,negative,neutral
r0162,e082,디스커버리 익스페디션,fashion,패션,브랜드,2026-08-07,3,그냥 무난했어요. 재방문은 고민 중입니다.,neutral,neutral
r0163,e082,디스커버리 익스페디션,fashion,패션,브랜드,2026-08-18,3,할인은 괜찮은데 대기줄이 좀 길었습니다.,neutral,negative
r0164,e085,컨버스,fashion,패션,브랜드,2026-07-13,4,옷 상태도 좋고 직원분도 친절해서 기분 좋게 다녀왔습니다.,positive,positive
r0165,e085,컨버스,fashion,패션,브랜드,2026-07-20,4,이 정도 할인이면 무조건 가야죠. 강력 추천합니다!,positive,positive
r0166,e085,컨버스,fashion,패션,브랜드,2026-07-20,4,성수동에서 이런 이벤트 찾기 힘든데 완전 만족했어요.,positive,positive
r0167,e086,올리브영,beauty,뷰티,브랜드,2026-08-05,4,제품 상태도 좋고 직원분도 친절해서 기분 좋게 다녀왔습니다.,positive,positive
r0168,e086,올리브영,beauty,뷰티,브랜드,2026-07-15,4,성수동에서 이런 이벤트 찾기 힘든데 완전 만족했어요.,positive,positive
r0169,e086,올리브영,beauty,뷰티,브랜드,2026-07-05,5,이 정도 할인이면 무조건 가야죠. 강력 추천합니다!,positive,positive
r0170,e086,올리브영,beauty,뷰티,브랜드,2026-07-26,3,그냥 무난했어요. 재방문은 고민 중입니다.,neutral,neutral
r0171,e086,올리브영,beauty,뷰티,브랜드,2026-07-09,5,"올리브영 제품 진짜 만족스러웠어요, 멤버십 등급별 쿠폰 받고 완전 이득!",positive,positive
r0172,e087,올리브영,beauty,뷰티,브랜드,2026-07-23,3,제품 나쁘지 않은데 특별히 인상적이지도 않았어요.,neutral,neutral
r0173,e087,올리브영,beauty,뷰티,브랜드,2026-07-03,4,제품 상태도 좋고 직원분도 친절해서 기분 좋게 다녀왔습니다.,positive,positive
r0174,e088,미샤,beauty,뷰티,브랜드,2026-08-09,4,제품 상태도 좋고 직원분도 친절해서 기분 좋게 다녀왔습니다.,positive,positive
r0175,e088,미샤,beauty,뷰티,브랜드,2026-08-05,4,성수동에서 이런 이벤트 찾기 힘든데 완전 만족했어요.,positive,positive
r0176,e090,롬앤,beauty,뷰티,브랜드,2026-07-21,3,롬앤 처음 이용해봤는데 보통이었어요.,neutral,neutral
r0177,e090,롬앤,beauty,뷰티,브랜드,2026-07-20,4,제품 상태도 좋고 직원분도 친절해서 기분 좋게 다녀왔습니다.,positive,positive
r0178,e092,닥터자르트,beauty,뷰티,브랜드,2026-07-31,3,닥터자르트 처음 이용해봤는데 보통이었어요.,neutral,neutral
r0179,e092,닥터자르트,beauty,뷰티,브랜드,2026-07-31,4,제품 상태도 좋고 직원분도 친절해서 기분 좋게 다녀왔습니다.,positive,positive
r0180,e094,토니모리,beauty,뷰티,브랜드,2026-07-16,4,이 정도 할인이면 무조건 가야죠. 강력 추천합니다!,positive,positive
r0181,e094,토니모리,beauty,뷰티,브랜드,2026-07-13,5,"토니모리 제품 진짜 만족스러웠어요, 55% OFF 받고 완전 이득!",positive,positive
r0182,e094,토니모리,beauty,뷰티,브랜드,2026-07-20,5,성수동에서 이런 이벤트 찾기 힘든데 완전 만족했어요.,positive,positive
r0183,e094,토니모리,beauty,뷰티,브랜드,2026-07-13,4,성수동에서 이런 이벤트 찾기 힘든데 완전 만족했어요.,positive,positive
r0184,e095,네이처리퍼블릭,beauty,뷰티,브랜드,2026-08-04,4,제품 상태도 좋고 직원분도 친절해서 기분 좋게 다녀왔습니다.,positive,positive
r0185,e095,네이처리퍼블릭,beauty,뷰티,브랜드,2026-07-25,4,"네이처리퍼블릭 제품 진짜 만족스러웠어요, 방문 인증 시 사은품 받고 완전 이득!",positive,positive
