date,성수동,팝업스토어,할인,weekday,weekday_ko,month,성수동_ma7,성수동_pct_change,팝업스토어_ma7,팝업스토어_pct_change,할인_ma7,할인_pct_change
2025-09-26,20.28616,9.41176,1.83359,4,금,9,19.510934285714285,2.407666732965752,9.979554285714286,-3.68763379901188,1.7548585714285712,-9.424166530821921
2025-09-27,19.57604,10.31266,1.36724,5,토,9,19.258075714285717,-3.50051463657981,9.750922857142857,9.572067286033636,1.7609142857142857,-25.43371200759167
2025-09-28,15.70747,9.46475,1.26126,6,일,9,18.758417142857144,-19.76175978389908,9.572255714285713,-8.222030009716196,1.75183,-7.751382346917879
2025-09-29,18.44197,9.63434,1.7276,0,월,9,18.573695714285716,17.40891435730898,9.54046,1.791806439684085,1.7170042857142858,36.97413697413696
2025-09-30,17.08532,9.29517,1.88659,1,화,9,18.334465714285717,-7.35631822413767,9.557114285714286,-3.520427969118789,1.721547142857143,9.202940495485068
2025-10-01,18.99311,9.87811,2.15156,2,수,10,18.55704142857143,11.16625266603144,9.681272857142858,6.271429140080276,1.7503157142857142,14.044917019596204
2025-10-02,19.23688,10.66242,1.7594,3,목,10,18.475278571428568,1.2834654250936106,9.808458571428572,7.939879187415411,1.712462857142857,-18.226774991169194
2025-10-03,24.25013,11.64811,1.36724,4,금,10,19.04156,26.060618977713634,10.12793714285714,9.244524226207584,1.6458414285714285,-22.289416846652266
2025-10-04,24.38791,9.84631,1.24006,5,토,10,19.72897,0.5681619026372431,10.061315714285714,-15.468603919434143,1.6276728571428571,-9.30195137649572
2025-10-05,28.78643,8.86062,1.01748,6,일,10,21.597392857142857,18.03565783209795,9.97501142857143,-10.010755298177687,1.5928471428571427,-17.949131493637406
2025-10-06,24.72708,9.34817,1.04928,0,월,10,22.495265714285715,-14.101609682062,9.93413,5.502436624073703,1.4959442857142857,3.1253685576129397
2025-10-07,29.63434,11.47853,1.24006,1,화,10,24.287982857142858,19.845691444359794,10.24603857142857,22.789059249029474,1.403582857142857,18.181991460811208
2025-10-08,34.29782,13.15315,1.11287,2,수,10,26.47437,15.736743251241636,10.713901428571429,14.589150352876201,1.2551985714285714,-10.256761769591783
2025-10-09,25.83995,11.42554,1.57922,3,목,10,27.41766571428571,-24.660080436599173,10.822918571428572,-13.134572326781036,1.2294585714285715,41.90516412518983
2025-10-10,19.54425,10.8214,1.92898,4,금,10,26.745397142857144,-24.364211231058885,10.704817142857141,-5.287627543205831,1.3097071428571427,22.14764250706043
2025-10-11,19.80922,10.93799,1.55802,5,토,10,26.091298571428574,1.355744016782423,10.860771428571427,1.0774021845602055,1.3551300000000002,-19.23088886354446
2025-10-12,18.68574,8.72284,1.63222,6,일,10,24.64834285714286,-5.6715004427231435,10.841088571428571,-20.251892715206353,1.44295,4.7624549107200265
2025-10-13,17.76364,9.83571,2.06677,0,월,10,23.653565714285715,-4.934779141741242,10.910737142857144,12.758115476152266,1.5883057142857144,26.623249316881292
2025-10-14,18.1028,9.70853,1.7594,1,화,10,22.006202857142856,1.9092933655489475,10.65788,-1.2930434101859567,1.662497142857143,-14.871998335567094
2025-10-15,19.57604,10.8214,1.93958,2,수,10,19.90309142857143,8.138188567514426,10.324772857142857,11.462806418685423,1.7805985714285715,10.24099124701603
2025-10-16,18.83412,10.20667,1.90779,3,목,10,18.902258571428572,-3.7899391296707607,10.150648571428572,-5.680688265843603,1.8275371428571427,-1.6390146320337418
2025-10-17,19.25808,10.28086,1.98198,4,금,10,18.861377142857144,2.2510210192990154,10.07342857142857,0.7268776202228544,1.8351085714285715,3.8887927916594567
2025-10-18,20.16958,16.52358,1.43084,5,토,10,18.912857142857142,4.733078271561864,10.87137,60.72176841237016,1.81694,-27.80754598936418
2025-10-19,17.89083,10.94859,1.27186,6,일,10,18.799298571428572,-11.297954642585506,11.189334285714285,-33.73960122443199,1.7654600000000003,-11.110955802186117
2025-10-20,17.74244,9.9735,2.02437,0,월,10,18.796269999999996,-0.8294193170467978,11.209018571428572,-8.906078316933963,1.7594028571428573,59.16610318745772
2025-10-21,17.73184,9.61314,2.16216,1,화,10,18.743275714285716,-0.05974375565029888,11.195391428571428,-3.6131749135208335,1.81694,6.806562041524056
2025-10-22,17.95442,9.9205,1.92898,2,수,10,18.511615714285714,1.2552560817151504,11.066691428571428,3.197290375465256,1.8154257142857144,-10.784585784585786
2025-10-23,21.67461,9.51775,1.82299,3,목,10,18.917399999999997,20.720190348671807,10.968274285714285,-4.059775212942906,1.8033114285714285,-5.494613733683074
2025-10-24,21.56862,9.75092,1.66401,4,금,10,19.247477142857143,-0.4890053385043669,10.892568571428571,2.4498437130624495,1.757887142857143,-8.720837744584454
2025-10-25,22.09856,10.24907,1.51563,5,토,10,19.52304571428571,2.456995394234762,9.99621,5.108748712941957,1.77,-8.917013719869471
2025-10-26,18.90832,9.19978,1.30365,6,일,10,19.66840142857143,-14.436415766457177,9.74638,-10.237904512311847,1.7745414285714285,-13.986263138100997
2025-10-27,18.88712,8.1717,2.19395,0,월,10,19.831927142857143,-0.11211995565972854,9.48898,-11.17504983814831,1.798767142857143,68.29287001879341
2025-10-28,21.55802,8.99841,2.29994,1,화,10,20.37852428571429,14.141383122466532,9.40116142857143,10.116744373875708,1.8184500000000001,4.8310125572597284
2025-10-29,20.8479,9.39056,2.93587,2,수,10,20.791878571428573,-3.2939945319653607,9.325455714285713,4.357992134165944,1.9622914285714284,27.649851735262665
2025-10-30,20.24377,10.03709,2.48012,3,목,10,20.58747285714286,-2.8977978597364618,9.399647142857145,6.884892913734619,2.056167142857143,-15.523507512253609
2025-10-31,22.22575,9.28457,2.34234,4,금,10,20.681348571428572,9.790567666002925,9.333025714285712,-7.497392172432438,2.1530714285714283,-5.555376352757113
2025-11-01,24.18653,10.27027,1.87599,5,토,11,20.979630000000004,8.822109490118436,9.336054285714285,10.616539053504903,2.2045514285714285,-19.909577601885296
2025-11-02,20.94329,10.62003,1.64281,6,일,11,21.27034,-13.409281943296536,9.538947142857142,3.4055579843567774,2.253002857142857,-12.4297037830692
2025-11-03,27.44038,10.38685,2.55431,0,월,11,22.49223428571429,31.022298788776737,9.855397142857143,-2.195662347469818,2.3044828571428573,55.48420085098093
2025-11-04,19.44886,10.12188,2.40593,1,화,11,22.19092571428572,-29.123211850564758,10.015892857142857,-2.5510140225381117,2.3196242857142857,-5.80900517165105
2025-11-05,19.83041,9.56014,2.32114,2,수,11,22.04557,1.9618116434587884,10.040118571428573,-5.54975953083815,2.231805714285714,-3.5242089337594984
2025-11-06,21.8124,9.9735,1.98198,3,목,11,22.26966,9.994700059151572,10.031034285714286,4.323786053342316,2.1606428571428573,-14.611785588116188
2025-11-07,21.7488,10.57763,2.15156,4,금,11,22.20152428571428,-0.2915772679760176,10.215757142857143,6.0573519827543,2.1333885714285716,8.556090374272184
2025-11-08,22.36354,10.75781,1.42024,5,토,11,21.94109714285714,2.8265467520047105,10.285405714285714,1.7034061505271092,2.068281428571429,-33.99022104891335
2025-11-09,21.61102,10.53524,1.51563,6,일,11,22.03648714285714,-3.3649413286089835,10.273292857142858,-2.068915513473457,2.050112857142857,6.716470455697632
2025-11-10,20.45574,8.98781,2.29994,0,월,11,21.03868142857143,-5.345791175057912,10.07343,-14.68813240135014,2.0137742857142853,51.74811794435317
2025-11-11,19.10969,9.56014,2.49072,1,화,11,20.99022857142857,-6.580304599100295,9.993181428571429,6.3678471173734374,2.025887142857143,8.294998999973924
2025-11-12,18.90832,8.50026,2.25755,2,수,11,20.85850142857143,-1.0537585905370572,9.84177,-11.086448524812397,2.0168028571428573,-9.361550073874215
2025-11-13,19.42766,9.48595,2.24695,3,목,11,20.517824285714287,2.746621593034182,9.772120000000001,11.59599824005384,2.0546557142857145,-0.46953555845939965
2025-11-14,23.84737,11.08638,1.98198,4,금,11,20.81762,22.74957457563085,9.844798571428571,16.871583763355268,2.03043,-11.792429738089405
2025-11-15,30.16428,12.94117,1.62162,5,토,11,21.93201142857143,26.48891680717831,10.156707142857144,16.730348409489835,2.0591985714285714,-18.181818181818176
2025-11-16,24.06995,11.17117,1.53683,6,일,11,22.283287142857144,-20.2037973391044,10.247554285714285,-13.677279565912503,2.062227142857143,-5.228721895388566
2025-11-17,21.14467,10.01589,1.8018,0,월,11,22.381705714285715,-12.15324502128171,10.394422857142859,-10.341620439040843,1.991064285714286,17.24133443516851
2025-11-18,19.42766,10.50344,2.07737,1,화,11,22.427130000000002,-8.12029698264386,10.52918,4.867765121222356,1.932014285714286,15.294150294150288
2025-11-19,18.48436,9.47535,2.04557,2,수,11,22.366564285714286,-4.855448365886583,10.66847857142857,-9.788126556632859,1.9017314285714286,-1.5307817095654652
2025-11-20,19.53365,9.49655,1.66401,3,목,11,22.381705714285715,5.676636897355403,10.669992857142857,0.2237384371025719,1.8184542857142856,-18.65299158669711
2025-11-21,21.43084,10.34446,2.02437,4,금,11,22.03648714285714,9.712419337911737,10.564004285714287,8.928610916596025,1.82451,21.65611985504894
2025-11-22,22.58611,10.09009,1.44144,5,토,11,20.95389142857143,5.390689305692176,10.156707142857144,-2.4589973763734396,1.79877,-28.795625305650642
2025-11-23,20.8373,10.67302,1.27186,6,일,11,20.492084285714288,-7.742856118207175,10.085542857142856,5.777252730154037,1.7609171428571426,-11.764624264624269
2025-11-24,20.9009,10.04769,1.90779,0,월,11,20.457259999999998,0.30522188575294873,10.090085714285715,-5.858978995635722,1.7760585714285713,50.0
2025-11-25,20.13778,10.14308,1.77,1,화,11,20.558705714285715,-3.651134640135112,10.038605714285714,0.9493724428201844,1.7321485714285711,-7.222493041686984
2025-11-26,19.17329,8.99841,1.84419,2,수,11,20.657124285714286,-4.789455441463741,9.970471428571427,-11.285230916053113,1.70338,4.1915254237288035
2025-11-27,18.92951,9.85691,2.05617,3,목,11,20.57081857142857,-1.2714562811077301,10.021951428571427,9.540574390364508,1.7594028571428573,11.494477250174873
2025-11-28,19.57604,9.9099,1.77,4,금,11,20.305847142857143,3.4154608333760272,9.959871428571429,0.5375924097917206,1.7230642857142857,-13.917623542800438
2025-11-29,22.62851,11.35135,1.62162,5,토,11,20.311904285714288,15.592888040686482,10.140051428571429,14.545555454646353,1.7488042857142858,-8.383050847457628
2025-11-30,20.41335,10.34446,1.48383,6,일,11,20.25134,-9.789243746053089,10.093114285714284,-8.870222484550293,1.7790857142857146,-8.497058497058497
2025-12-01,20.60413,12.28404,2.09856,0,월,12,20.208944285714285,0.9345844753555932,10.412592857142856,18.749939581186446,1.8063385714285716,41.42860031135642
2025-12-02,17.83783,10.72602,2.11976,1,화,12,19.880380000000002,-13.42594906943414,10.49587,-12.683286606035137,1.8563042857142855,1.0102165294296972
2025-12-03,17.46687,9.54954,1.96078,2,수,12,19.636605714285714,-2.0796251561989387,10.574602857142859,-10.968467334575172,1.8729599999999997,-7.499905649696192
2025-12-04,17.82723,8.89242,1.64281,3,목,12,19.479137142857144,2.063105753921568,10.436818571428573,-6.881169145320099,1.8139085714285714,-16.216505676312476
2025-12-05,17.71065,9.89931,1.96078,4,금,12,19.21265285714286,-0.6539434337246908,10.435305714285715,11.323014432516686,1.841162857142857,19.355251063726175
2025-12-06,19.41706,10.46104,1.54742,5,토,12,18.753874285714286,9.634937170572488,10.30811857142857,5.67443589502703,1.8305628571428572,-21.081406379094037
2025-12-07,18.25119,10.39745,1.30365,6,일,12,18.444994285714284,-6.004359053327324,10.315688571428572,-0.6078745516698292,1.804822857142857,-15.753318426800744
2025-12-08,19.39586,10.30206,1.7382,0,월,12,18.272384285714285,6.271755430741766,10.032548571428572,-0.9174364868308915,1.7533428571428573,33.33333333333333
2025-12-09,21.30365,9.43296,1.89719,1,화,12,18.76750142857143,9.836068109380047,9.847825714285715,-8.436176842301457,1.721547142857143,9.146818547923141
2025-12-10,19.58664,9.28457,1.66401,2,수,12,19.070325714285712,-8.059698690130567,9.809972857142856,-1.573101126263643,1.6791514285714286,-12.290809038630812
2025-12-11,21.56862,9.59194,1.85479,3,목,12,19.604810000000004,10.119040325446328,9.909904285714285,3.310546422720684,1.7094342857142857,11.465075330076147
2025-12-12,20.55113,10.91679,1.96078,4,금,12,20.010592857142857,-4.71745526602999,10.05525857142857,13.812117256780176,1.7094342857142857,5.714393543204355
2025-12-13,18.98251,10.74721,3.24324,5,토,12,19.948514285714285,-7.632767638567806,10.09614,-1.5533870304366038,1.9516942857142856,65.40560389232857
2025-12-14,20.21197,10.64122,1.90779,6,일,12,20.228625714285716,6.476804173947492,10.130964285714287,-0.9862094441254965,2.038,-41.176416176416176
2025-12-15,22.01377,11.11817,1.95018,0,월,12,20.602612857142855,8.91451946544548,10.247551428571429,4.4820988570859255,2.068282857142857,2.2219426666457043
2025-12-16,19.0461,9.46475,2.11976,1,화,12,20.280105714285714,-13.480971228462924,10.252092857142857,-14.871332242626245,2.1000785714285715,8.695607584940879
2025-12-17,20.40275,9.0408,2.15156,2,수,12,20.396692857142856,7.122980557699488,10.217268571428573,-4.47925196122454,2.1697285714285712,1.5001698305468603
2025-12-18,20.42395,10.01589,2.23635,3,목,12,20.23316857142857,0.10390756148068725,10.277832857142856,10.78543934165117,2.2242371428571426,3.9408615144360226
2025-12-19,20.34976,9.74032,1.86539,4,금,12,20.20440142857143,-0.36325000795635054,10.109765714285714,-2.7513281395861955,2.21061,-16.587743421199708
2025-12-20,22.38473,11.36195,1.36724,5,토,12,20.69043285714286,9.999970515622802,10.197585714285713,16.648631667132086,1.94261,-26.70487136738162
2025-12-21,21.61102,10.93799,1.20826,6,일,12,20.890297142857143,-3.4564187283027348,10.239981428571427,-3.7314017400182253,1.842677142857143,-11.627804920862472
2025-12-22,20.77371,10.21727,1.69581,0,월,12,20.713145714285712,-3.8744584938609994,10.111281428571429,-6.5891448063126745,1.8063385714285716,40.35141443066892
2025-12-23,20.20137,9.66613,1.70641,1,화,12,20.878184285714287,-2.755116924227785,10.14005,-5.394200211993994,1.7472885714285713,0.625070025533514
2025-12-24,23.92156,10.69422,1.97138,2,수,12,21.380871428571428,18.415533203936164,10.376252857142857,10.636004274720069,1.7215485714285717,15.52792119127291
2025-12-25,28.22469,13.70429,1.39904,3,목,12,22.495262857142855,17.988500749951086,10.903167142857143,28.14669980606348,1.601932857142857,-29.03245442279012
2025-12-26,19.87281,11.60572,1.52623,4,금,12,22.42712714285714,-29.59068815281939,11.169652857142859,-15.31323403109538,1.5534814285714285,9.091233989021031
2025-12-27,20.10598,12.22045,1.19766,5,토,12,22.101591428571428,1.1733116756009743,11.292295714285714,5.296784688929246,1.5292557142857144,-21.528210033874316
2025-12-28,18.19819,11.51033,1.46263,6,일,12,21.614044285714282,-9.488669540106965,11.374058571428572,-5.81091530999267,1.5655942857142855,22.123975084748615
2025-12-29,18.74933,10.64122,1.65341,0,월,12,21.324847142857145,3.028542948502033,11.434622857142857,-7.550695766324678,1.559537142857143,13.043626891284866
2025-12-30,17.27609,9.63434,1.77,1,화,12,20.906950000000002,-7.857560776838424,11.430081428571429,-9.462072957799961,1.5686214285714286,7.05148753182816
2025-12-31,14.90196,8.54266,2.36354,2,수,12,19.618435714285713,-13.74228775145302,11.122715714285714,-11.331134255174725,1.6246442857142858,33.533333333333324
2026-01-01,19.51245,17.32909,2.99947,3,목,1,18.373829999999998,30.938816102042942,11.640544285714286,102.85356083468149,1.853277142857143,26.905827699129283
2026-01-02,19.20508,12.6868,2.08797,4,금,1,18.27844,-1.5752506732880867,11.794984285714284,-26.78900046107442,1.9335257142857145,-30.38870200402072
2026-01-03,21.96078,13.16375,1.86539,5,토,1,18.543411428571428,14.348807711293055,11.929741428571429,3.7594192388939796,2.028915714285714,-10.660114848393409
2026-01-04,18.74933,12.36883,1.91838,6,일,1,18.622145714285715,-14.623569836772642,12.052384285714286,-6.038704776374503,2.0940228571428574,2.840692830989755
2026-01-05,16.85214,8.82882,2.14096,0,월,1,18.35111857142857,-10.11870824184119,11.79347,-28.62041114640593,2.163672857142857,11.602497940971034
2026-01-06,15.62268,10.10068,2.52252,1,화,1,18.114917142857145,-7.295571957033342,11.86009,14.405775630265438,2.2711757142857145,17.821911665794786
2026-01-07,17.49867,9.84631,2.10916,2,수,1,18.485875714285715,12.008118965504,12.046325714285715,-2.5183452995243827,2.2348357142857145,-16.386787815359238
2026-01-08,16.48118,9.68733,2.21515,3,목,1,18.052837142857143,-5.814670486385554,10.954645714285716,-1.61461501821496,2.1227899999999997,5.025223311650118
2026-01-09,16.92633,9.9311,1.7276,4,금,1,17.72730142857143,2.700959518675261,10.560974285714286,2.516379642275024,2.0713085714285717,-22.009796176331175
2026-01-10,16.71436,11.54213,1.21886,5,토,1,16.977812857142858,-1.2523092720040374,10.329314285714286,16.222070062732218,1.9789471428571428,-29.44778884000926
2026-01-11,15.89825,11.30895,1.18706,6,일,1,16.570515714285715,-4.882687700875166,10.177902857142858,-2.020251028189779,1.8744728571428573,-2.6089952906814595
2026-01-12,18.54795,9.47535,1.84419,0,월,1,16.812774285714287,16.66661424999607,10.270264285714287,-16.21370684281033,1.832077142857143,55.357774670193585
2026-01-13,16.67196,10.05829,1.83359,1,화,1,16.96267142857143,-10.1142713884823,10.264208571428572,6.15217379832933,1.7336585714285715,-0.5747780868565533
2026-01-14,16.64016,9.0832,1.63222,2,수,1,16.840027142857142,-0.19073942115982456,10.155192857142856,-9.694391392572687,1.6655242857142858,-10.982280662525435
2026-01-15,17.56226,9.18918,1.70641,3,목,1,16.994467142857143,5.541413063335909,10.084028571428572,1.1667694204685608,1.5928471428571431,4.545343152271131
2026-01-16,17.28669,10.19607,2.39533,4,금,1,17.04594714285714,-1.5691032930841398,10.12188142857143,10.957343310284484,1.6882371428571428,40.372477892183014
2026-01-17,21.07048,10.40805,1.64281,5,토,1,17.66825,21.888458692786173,9.959869999999999,2.079036334587725,1.7488014285714288,-31.416130554036393
2026-01-18,17.68945,9.65553,1.55802,6,일,1,17.924135714285715,-16.04628845664645,9.723667142857142,-7.230172798939272,1.8017957142857142,-5.161278541036407
2026-01-19,16.3434,9.57074,1.77,0,월,1,17.609199999999998,-7.609337769122282,9.737294285714285,-0.8781496199587124,1.791197142857143,13.605730350059698
2026-01-20,14.26603,8.22469,1.82299,1,화,1,17.265495714285713,-12.710757859441724,9.475351428571429,-14.064220739462153,1.7896828571428571,2.9937853107344647
2026-01-21,14.71118,7.82193,1.68521,2,수,1,16.989927142857145,3.1203495296168615,9.29517,-4.89696268187616,1.797252857142857,-7.557913098810198
2026-01-22,15.49549,8.75463,1.8018,3,목,1,16.694674285714285,5.331387420995459,9.233091428571429,11.92416705339987,1.8108799999999998,6.918425596809885
2026-01-23,15.00794,8.32008,2.35294,4,금,1,16.36913857142857,-3.1463993716881578,8.965092857142858,-4.96365922945915,1.8048242857142858,30.588300588300577
2026-01-24,16.19501,10.49284,1.92898,5,토,1,15.672642857142858,7.909613178091068,8.977205714285715,26.1146527437236,1.845705714285714,-18.0183090091545
2026-01-25,15.86645,9.46475,1.56862,6,일,1,15.412214285714285,-2.0287730603438914,8.949951428571428,-9.798014646177766,1.84722,-18.681375649306887
2026-01-26,15.49549,9.19978,2.22575,0,월,1,15.291084285714287,-2.338015119954373,8.896957142857143,-2.799545682664628,1.912327142857143,41.892236488123324
2026-01-27,14.30842,9.13619,2.49072,1,화,1,15.29714,-7.660745158752647,9.02717142857143,-0.6912121811608718,2.007717142857143,11.904751207458153
2026-01-28,15.24112,8.63804,1.95018,2,수,1,15.372845714285715,6.518539433424508,9.143758571428572,-5.452491684170302,2.04557,-21.70215841202544
2026-01-29,16.3328,8.76523,2.09856,3,목,1,15.49246142857143,7.162728198452606,9.145272857142857,1.4724405073373248,2.087964285714286,7.608528443528284
2026-01-30,15.31531,9.26338,1.84419,4,금,1,15.536371428571428,-6.229734032131651,9.28003,5.683250753260305,2.015285714285714,-12.121168801463856
2026-01-31,18.95071,9.61314,1.29305,5,토,1,15.930042857142857,23.73703176755808,9.154358571428572,3.7757276501665604,1.9244385714285717,-29.885207055672137
2026-02-01,16.354,8.79703,1.28245,6,일,2,15.999692857142858,-13.702441755480411,9.05897,-8.489525794901564,1.8835571428571427,-0.8197672170449644
2026-02-02,16.11022,8.37307,1.70641,0,월,2,16.08751142857143,-1.4906444906444771,8.94086857142857,-4.819353804636329,1.8093657142857142,33.05859877578072
2026-02-03,18.39957,8.0975,1.93958,1,화,2,16.67196142857143,14.21054461081226,8.792484285714286,-3.2911464970434956,1.7306314285714286,13.664359679092364
2026-02-04,18.45257,8.51086,1.83359,2,수,2,17.13074,0.2880502098690396,8.774315714285715,5.104785427601111,1.7139757142857142,-5.464585116365395
2026-02-05,17.79544,8.18229,1.67461,3,목,2,17.33968857142857,-3.561184160255193,8.691038571428573,-3.860596931449922,1.6534114285714288,-8.670422504485742
2026-02-06,17.72125,9.24218,1.89719,4,금,2,17.683394285714286,-0.4169045553242712,8.68801,12.95346412801306,1.660982857142857,13.29145293531031
2026-02-07,18.37837,9.57074,1.48383,5,토,2,17.60163142857143,3.7080905692318478,8.681952857142857,3.5550054207990067,1.6882371428571428,-21.788012797874746
2026-02-08,16.02543,9.9417,1.51563,6,일,2,17.554692857142857,-12.8027676012617,8.845477142857144,3.8759803317193864,1.7215485714285712,2.1431026465295933
2026-02-09,19.12029,8.93481,1.61102,0,월,2,17.984702857142857,19.3121807027955,8.925725714285715,-10.127945924741244,1.7079214285714284,6.293752432981647
2026-02-10,18.61155,7.97032,2.03497,1,화,2,18.014985714285714,-2.660733702260787,8.907557142857142,-10.794745495427438,1.7215485714285712,26.315626125063616
2026-02-11,16.91573,10.8638,1.69581,2,수,2,17.795437142857143,-9.111653784880902,9.243691428571427,36.30318481566612,1.7018657142857143,-16.66658476537737
2026-02-12,16.86274,12.46422,2.06677,3,목,2,17.662194285714286,-0.3132587242761664,9.855395714285715,14.731677681842449,1.7578885714285712,21.8750921388599
2026-02-13,16.51298,9.32697,1.47323,4,금,2,17.489584285714287,-2.074158766606138,9.867508571428571,-25.170046741793705,1.6973228571428574,-28.718241507279473
2026-02-14,17.93322,8.72284,1.42024,5,토,2,17.42599142857143,8.600749228788507,9.74638,-6.47723751657826,1.6882385714285715,-3.596858603205211
2026-02-15,20.65712,9.16799,0.99629,6,일,2,18.08766142857143,15.18912944802997,9.635850000000001,5.103269118773235,1.6140471428571428,-29.850588632907115
2026-02-16,20.33916,7.46157,1.09167,0,월,2,18.261785714285715,-1.539227152671807,9.425387142857144,-18.61280389703741,1.5398542857142858,9.573517750855665
2026-02-17,19.42766,8.71224,1.01748,1,화,2,18.378372857142857,-4.481502677593374,9.531375714285714,16.761485853513403,1.3944985714285714,-6.796009783176238
2026-02-18,18.51616,9.54954,1.27186,2,수,2,18.607005714285712,-4.691764216586048,9.343624285714286,9.610616787416326,1.3339342857142857,25.000982820301143
